Date,pH_max,pH_min,pH_mean,Discharge_max,Discharge_min,Discharge_mean,Discharge_fil_max,Discharge_fil_min,Discharge_fil_mean,Gage_max,Gage_min,Gage_mean,Turb_Jackson_max,Turb_Jackson_min,Turb_Jackson_mean,Turb_neph_max,Turb_neph_min,Turb_neph_mean,Turb_FNU_max,Turb_FNU_min,Turb_FNU_mean,DO_mgL_max,DO_mgL_min,DO_mgL_mean,DO_percent_max,DO_percent_min,DO_percent_mean,N_unfiltered_max,N_unfiltered_min,N_unfiltered_mean,N_filtered_max,N_filtered_min,N_filtered_mean,N_insitu_max,N_insitu_min,N_insitu_mean,Nitrate_insitu_max,Nitrate_insitu_min,Nitrate_insitu_mean,SS_mgL_max,SS_mgL_min,SS_mgL_mean,SS_shorttonsperday_max,SS_shorttonsperday_min,SS_shorttonsperday_mean,SS_regression1_max,SS_regression1_min,SS_regression1_mean,SS_regression2_max,SS_regression2_min,SS_regression2_mean
1999-07-05,,,,,,,,,,19.35,11.24,15.76,,,,,,,,,,9.2,5.8,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-06,,,,,,,,,,19.39,10.85,15.77,,,,,,,,,,7.8,5.8,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-07,,,,,,,,,,19.48,11.09,15.79,,,,,,,,,,7.5,5.3,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-08,,,,,,,,,,19.83,10.42,15.75,,,,,,,,,,7.2,5.4,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-09,,,,,,,,,,20.17,10.01,15.80,,,,,,,,,,7.4,5.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-10,,,,,,,,,,20.48,9.72,15.80,,,,,,,,,,6.4,4.9,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-11,,,,,,,,,,20.81,9.51,15.77,,,,,,,,,,6.3,4.5,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-12,,,,,,,,,,21.45,10.62,16.43,,,,,,,,,,5.4,3.8,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-13,,,,,,,,,,21.36,10.58,16.49,,,,,,,,,,5.1,3.5,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-14,,,,,,,,,,21.26,10.79,16.50,,,,,,,,,,5.4,3.2,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-15,,,,,,,,,,20.98,11.18,16.41,,,,,,,,,,7.2,3.5,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-16,,,,,,,,,,20.95,11.44,16.36,,,,,,,,,,5.2,3.8,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-17,,,,,,,,,,20.33,11.40,16.21,,,,,,,,,,6.7,3.3,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-18,,,,,,,,,,19.67,11.37,15.94,,,,,,,,,,6.9,3.2,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-19,,,,,,,,,,19.12,11.48,15.69,,,,,,,,,,6.3,3.1,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-20,,,,,,,,,,18.62,11.27,15.45,,,,,,,,,,6.4,3.1,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-21,,,,,,,,,,18.80,11.58,15.59,,,,,,,,,,7.0,3.4,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-22,,,,,,,,,,19.22,12.07,16.05,,,,,,,,,,5.9,3.6,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-29,,,,,,,,,,20.14,11.43,16.12,,,,,,,,,,7.4,3.9,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-30,,,,,,,,,,20.21,11.29,16.08,,,,,,,,,,7.9,3.3,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-31,,,,,,,,,,20.04,11.26,16.03,,,,,,,,,,7.6,3.8,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-01,,,,,,,,,,19.97,11.37,16.12,,,,,,,,,,7.5,3.7,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-02,,,,,,,,,,19.78,11.19,16.24,,,,,,,,,,6.7,3.6,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-03,,,,,,,,,,20.45,11.82,16.60,,,,,,,,,,7.2,3.6,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-04,,,,,,,,,,20.56,12.04,16.86,,,,,,,,,,7.4,4.2,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-05,,,,,,,,,,20.40,11.52,16.63,,,,,,,,,,6.7,4.3,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-06,,,,,,,,,,20.53,11.28,16.57,,,,,,,,,,6.1,4.2,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-07,,,,,,,,,,20.58,11.05,16.57,,,,,,,,,,6.0,4.4,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-08,,,,,,,,,,20.71,10.45,16.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-09,,,,,,,,,,20.80,10.15,16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-10,,,,,,,,,,21.47,10.91,16.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-11,,,,,,,,,,21.12,10.95,16.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-12,,,,,,,,,,20.96,10.91,16.42,,,,,,,,,,7.4,3.8,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-13,,,,,,,,,,20.53,11.15,16.44,,,,,,,,,,7.9,4.2,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-14,,,,,,,,,,20.31,11.34,16.41,,,,,,,,,,8.2,4.2,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-15,,,,,,,,,,19.89,11.55,16.24,,,,,,,,,,8.2,4.0,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-16,,,,,,,,,,19.61,11.42,15.99,,,,,,,,,,7.0,4.0,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-17,,,,,,,,,,19.09,11.70,16.04,,,,,,,,,,6.8,3.3,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-18,,,,,,,,,,19.04,12.08,16.02,,,,,,,,,,5.8,3.3,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-19,,,,,,,,,,18.95,11.97,15.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-20,,,,,,,,,,18.96,11.77,15.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-21,,,,,,,,,,18.99,12.06,15.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-22,,,,,,,,,,19.79,12.21,16.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-23,,,,,,,,,,20.14,12.37,16.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-24,,,,,,,,,,20.21,12.18,16.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-25,,,,,,,,,,20.21,11.45,16.35,,,,,,,,,,6.5,3.6,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-26,,,,,,,,,,20.24,11.19,16.09,,,,,,,,,,6.3,3.9,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-27,,,,,,,,,,20.19,10.90,16.01,,,,,,,,,,6.9,3.6,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-28,,,,,,,,,,20.67,11.00,16.26,,,,,,,,,,7.4,3.5,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-29,,,,,,,,,,20.71,11.63,16.73,,,,,,,,,,5.8,4.0,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-30,,,,,,,,,,20.74,11.97,17.02,,,,,,,,,,7.5,4.5,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-31,,,,,,,,,,20.68,11.90,16.90,,,,,,,,,,8.0,4.9,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-01,,,,,,,,,,20.89,12.17,17.14,,,,,,,,,,8.0,5.4,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-02,,,,,,,,,,21.17,12.66,17.34,,,,,,,,,,8.0,5.9,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-03,,,,,,,,,,21.70,13.02,17.76,,,,,,,,,,7.7,5.7,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-04,,,,,,,,,,21.19,12.62,17.57,,,,,,,,,,7.6,5.7,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-05,,,,,,,,,,20.61,11.85,16.96,,,,,,,,,,7.1,5.4,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-06,,,,,,,,,,20.59,11.35,16.59,,,,,,,,,,6.8,4.8,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-07,,,,,,,,,,20.74,11.09,16.50,,,,,,,,,,6.8,4.4,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-08,,,,,,,,,,20.83,11.25,16.62,,,,,,,,,,6.1,3.8,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-09,,,,,,,,,,20.81,11.28,16.62,,,,,,,,,,6.9,4.4,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-10,,,,,,,,,,20.58,11.37,16.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-11,,,,,,,,,,20.60,11.71,16.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-12,,,,,,,,,,20.48,12.48,16.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-13,,,,,,,,,,20.15,12.58,16.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-14,,,,,,,,,,20.19,12.94,16.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-15,,,,,,,,,,19.88,12.20,16.75,,,,,,,,,,7.7,5.5,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-16,,,,,,,,,,19.38,12.20,16.09,,,,,,,,,,8.2,6.5,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-17,,,,,,,,,,19.43,12.85,16.22,,,,,,,,,,8.1,5.7,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-20,,,,,,,,,,19.89,12.78,16.64,,,,,,,,,,5.7,5.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-21,,,,,,,,,,20.47,12.78,17.05,,,,,,,,,,6.0,4.8,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-22,,,,,,,,,,20.66,12.85,17.14,,,,,,,,,,6.7,5.1,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-23,,,,,,,,,,21.08,12.48,17.23,,,,,,,,,,7.3,5.4,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-24,,,,,,,,,,21.00,12.20,17.23,,,,,,,,,,7.7,5.6,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-25,,,,,,,,,,20.93,11.48,16.90,,,,,,,,,,8.0,5.5,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-26,,,,,,,,,,20.71,11.22,16.62,,,,,,,,,,7.8,5.2,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-27,,,,,,,,,,21.01,11.14,16.68,,,,,,,,,,6.6,4.6,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-28,,,,,,,,,,20.92,11.29,16.68,,,,,,,,,,5.9,4.5,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-29,,,,,,,,,,21.07,11.57,16.86,,,,,,,,,,6.5,4.3,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,,,,,,,,,,20.86,11.20,16.66,,,,,,,,,,7.4,4.7,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-01,,,,,,,,,,20.90,12.24,16.96,,,,,,,,,,8.0,5.7,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-02,,,,,,,,,,20.79,12.48,16.94,,,,,,,,,,7.3,5.9,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-03,,,,,,,,,,20.38,11.94,16.69,,,,,,,,,,7.0,5.7,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-04,,,,,,,,,,20.17,11.82,16.65,,,,,,,,,,6.2,5.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-05,,,,,,,,,,20.32,11.79,16.79,,,,,,,,,,5.8,4.6,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-06,,,,,,,,,,20.96,12.13,17.18,,,,,,,,,,6.3,4.8,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-07,,,,,,,,,,20.97,12.34,17.20,,,,,,,,,,6.8,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-08,,,,,,,,,,20.88,12.42,17.30,,,,,,,,,,7.4,5.7,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-09,,,,,,,,,,20.73,11.79,17.00,,,,,,,,,,7.7,5.9,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-10,,,,,,,,,,20.36,11.72,16.64,,,,,,,,,,7.8,5.7,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-11,,,,,,,,,,20.33,11.89,16.59,,,,,,,,,,7.3,5.7,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-12,,,,,,,,,,20.44,12.10,16.82,,,,,,,,,,6.3,5.0,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-13,,,,,,,,,,20.41,12.75,17.04,,,,,,,,,,6.6,5.0,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-14,,,,,,,,,,19.83,12.71,16.64,,,,,,,,,,7.3,4.9,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-15,,,,,,,,,,20.14,13.77,17.07,,,,,,,,,,7.4,5.7,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-16,,,,,,,,,,20.19,14.06,17.27,,,,,,,,,,7.6,5.9,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-17,,,,,,,,,,19.67,13.03,16.95,,,,,,,,,,7.8,6.1,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-18,,,,,,,,,,19.28,13.09,16.44,,,,,,,,,,7.2,6.3,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-19,,,,,,,,,,19.99,13.33,16.95,,,,,,,,,,6.9,5.9,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-20,,,,,,,,,,19.97,12.25,16.84,,,,,,,,,,6.6,5.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-21,,,,,,,,,,20.37,12.25,16.95,,,,,,,,,,6.5,5.2,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-22,,,,,,,,,,20.90,12.31,17.21,,,,,,,,,,6.7,5.3,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-23,,,,,,,,,,20.37,11.47,16.44,,,,,,,,,,7.3,5.6,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-24,,,,,,,,,,20.89,11.43,16.72,,,,,,,,,,8.1,6.1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-25,,,,,,,,,,20.95,10.76,16.45,,,,,,,,,,8.1,6.4,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-26,,,,,,,,,,20.88,10.53,16.30,,,,,,,,,,8.2,6.4,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-27,,,,,,,,,,20.75,10.61,16.14,,,,,,,,,,8.7,6.6,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-28,,,,,,,,,,20.74,10.75,16.19,,,,,,,,,,8.9,6.6,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-29,,,,,,,,,,20.64,11.28,16.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-30,,,,,,,,,,20.46,11.71,16.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-31,,,,,,,,,,19.92,11.57,16.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-01,,,,,,,,,,19.93,11.80,16.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-02,,,,,,,,,,20.32,10.34,16.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-03,,,,,,,,,,18.82,10.34,15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-04,,,,,,,,,,19.36,10.92,15.95,,,,,,,,,,8.9,6.7,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-05,,,,,,,,,,19.38,11.31,15.94,,,,,,,,,,9.1,6.7,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-06,,,,,,,,,,19.39,10.96,15.71,,,,,,,,,,9.3,7.1,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-07,,,,,,,,,,19.38,10.77,15.67,,,,,,,,,,9.4,6.7,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-08,,,,,,,,,,19.73,11.41,16.06,,,,,,,,,,9.4,6.5,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-09,,,,,,,,,,19.80,11.59,16.09,,,,,,,,,,9.5,5.8,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-10,,,,,,,,,,19.56,11.59,15.93,,,,,,,,,,9.1,6.5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-11,,,,,,,,,,19.15,11.61,15.74,,,,,,,,,,9.3,5.9,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-12,,,,,,,,,,19.81,12.36,16.29,,,,,,,,,,8.6,5.6,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-13,,,,,,,,,,19.83,12.87,16.61,,,,,,,,,,8.8,4.8,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-14,,,,,,,,,,18.98,12.43,15.96,,,,,,,,,,8.9,6.0,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-15,,,,,,,,,,19.46,12.42,16.03,,,,,,,,,,8.8,5.7,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-16,,,,,,,,,,19.49,12.94,16.43,,,,,,,,,,8.7,4.8,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-17,,,,,,,,,,19.41,12.49,16.46,,,,,,,,,,8.9,6.0,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-18,,,,,,,,,,19.35,11.88,16.28,,,,,,,,,,8.7,5.9,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-19,,,,,,,,,,19.33,11.19,16.14,,,,,,,,,,8.3,5.7,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-20,,,,,,,,,,19.83,11.10,16.24,,,,,,,,,,8.3,5.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-21,,,,,,,,,,20.38,10.69,16.34,,,,,,,,,,8.2,4.6,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-22,,,,,,,,,,21.11,10.56,16.51,,,,,,,,,,8.3,4.6,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-23,,,,,,,,,,21.45,10.75,16.62,,,,,,,,,,8.6,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-24,,,,,,,,,,21.66,10.70,16.65,,,,,,,,,,8.0,4.6,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-25,,,,,,,,,,21.49,10.86,16.58,,,,,,,,,,8.0,4.7,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-26,,,,,,,,,,21.25,11.14,16.51,,,,,,,,,,7.8,4.7,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-27,,,,,,,,,,20.41,10.66,16.01,,,,,,,,,,8.5,4.5,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-28,,,,,,,,,,20.26,11.51,16.20,,,,,,,,,,8.8,4.8,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-29,,,,,,,,,,20.06,11.91,16.36,,,,,,,,,,8.6,5.6,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-30,,,,,,,,,,19.48,12.11,16.30,,,,,,,,,,9.1,6.0,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-01,,,,,,,,,,19.40,11.97,16.27,,,,,,,,,,9.5,7.2,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-02,,,,,,,,,,19.56,12.05,16.44,,,,,,,,,,9.4,7.0,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-03,,,,,,,,,,19.89,12.09,16.51,,,,,,,,,,9.4,7.6,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-04,,,,,,,,,,19.80,11.68,16.27,,,,,,,,,,9.2,6.8,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-05,,,,,,,,,,19.92,11.64,16.32,,,,,,,,,,8.8,6.8,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-06,,,,,,,,,,19.81,11.51,15.80,,,,,,,,,,8.5,6.7,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-07,,,,,,,,,,19.60,10.82,15.91,,,,,,,,,,9.1,6.9,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-08,,,,,,,,,,19.84,11.83,16.27,,,,,,,,,,9.3,6.8,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-09,,,,,,,,,,19.98,11.90,16.27,,,,,,,,,,9.2,6.6,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-10,,,,,,,,,,19.59,11.57,15.88,,,,,,,,,,9.2,6.8,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-11,,,,,,,,,,19.48,11.53,15.84,,,,,,,,,,9.7,6.9,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-12,,,,,,,,,,19.66,12.09,16.24,,,,,,,,,,9.7,6.4,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-13,,,,,,,,,,19.25,12.09,16.01,,,,,,,,,,9.4,7.0,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-14,,,,,,,,,,18.79,11.63,15.41,,,,,,,,,,9.6,7.1,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-15,,,,,,,,,,18.81,12.07,15.52,,,,,,,,,,9.8,6.8,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-16,,,,,,,,,,18.68,11.43,15.44,,,,,,,,,,10.0,7.4,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-17,,,,,,,,,,19.08,11.73,15.94,,,,,,,,,,9.7,7.3,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-18,,,,,,,,,,19.54,11.54,16.51,,,,,,,,,,9.5,7.4,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-19,,,,,,,,,,20.80,11.54,16.86,,,,,,,,,,9.6,7.0,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-20,,,,,,,,,,20.74,11.14,16.39,,,,,,,,,,9.1,7.3,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-21,,,,,,,,,,20.80,10.12,16.27,,,,,,,,,,9.0,7.1,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-22,,,,,,,,,,21.11,10.04,16.20,,,,,,,,,,9.0,6.9,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-23,,,,,,,,,,21.35,10.41,16.30,,,,,,,,,,9.3,7.2,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-24,,,,,,,,,,20.74,9.92,15.85,,,,,,,,,,10.3,7.2,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-25,,,,,,,,,,21.12,10.48,16.17,,,,,,,,,,11.2,8.4,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-26,,,,,,,,,,20.31,10.66,15.81,,,,,,,,,,11.5,8.5,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-27,,,,,,,,,,19.93,10.62,15.49,,,,,,,,,,11.8,9.1,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-28,,,,,,,,,,19.46,11.36,15.71,,,,,,,,,,11.8,9.3,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-29,,,,,,,,,,19.02,11.57,15.35,,,,,,,,,,11.7,7.9,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-30,,,,,,,,,,18.84,11.40,15.56,,,,,,,,,,11.4,8.9,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,,,,,,,,,,18.71,11.40,15.31,,,,,,,,,,10.9,9.3,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-01,,,,,,,,,,18.94,11.40,15.57,,,,,,,,,,10.6,9.0,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-02,,,,,,,,,,19.08,11.47,15.61,,,,,,,,,,10.6,9.0,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
