,agency_cd,site_no,Dissolved_oxygen_mpl_Mean,Discharge_cfs_Mean,Gage_height_feet_Mean,Dissolved_oxygen_mpl_Maximum,Dissolved_oxygen_mpl_Minimum
2004-11-18,USGS,02234000,,5680,7.16,,
2004-11-19,USGS,02234000,,5300,7.07,,
2004-11-20,USGS,02234000,,4750,6.96,,
2004-11-21,USGS,02234000,,4520,6.86,,
2004-11-22,USGS,02234000,,4480,6.75,,
2004-11-23,USGS,02234000,,4270,6.64,,
2004-11-24,USGS,02234000,,5010,6.54,,
2004-11-25,USGS,02234000,,4470,6.44,,
2004-11-26,USGS,02234000,,4450,6.33,,
2004-11-27,USGS,02234000,,4560,6.25,,
2004-11-28,USGS,02234000,,3970,6.16,,
2004-11-29,USGS,02234000,,3950,6.06,,
2004-11-30,USGS,02234000,,3690,5.96,,
2004-12-01,USGS,02234000,,3410,5.84,,
2004-12-02,USGS,02234000,,3430,5.72,,
2004-12-03,USGS,02234000,,3180,5.60,,
2004-12-04,USGS,02234000,,3020,5.49,,
2004-12-05,USGS,02234000,,3290,5.38,,
2004-12-06,USGS,02234000,,3220,5.28,,
2004-12-07,USGS,02234000,,2940,5.17,,
2004-12-08,USGS,02234000,,2830,5.07,,
2004-12-09,USGS,02234000,,2580,4.95,,
2004-12-10,USGS,02234000,,2490,4.84,,
2004-12-11,USGS,02234000,,2060,4.72,,
2004-12-12,USGS,02234000,,2430,4.60,,
2004-12-13,USGS,02234000,,2340,4.52,,
2004-12-14,USGS,02234000,,1910,4.40,,
2004-12-15,USGS,02234000,,2050,4.26,,
2004-12-16,USGS,02234000,,2290,4.18,,
2004-12-17,USGS,02234000,,2040,4.08,,
2004-12-18,USGS,02234000,,1830,3.97,,
2004-12-19,USGS,02234000,,1600,3.86,,
2004-12-20,USGS,02234000,,1570,3.75,,
2004-12-21,USGS,02234000,,1640,3.64,,
2004-12-22,USGS,02234000,,1600,3.53,,
2004-12-23,USGS,02234000,,1410,3.43,,
2004-12-24,USGS,02234000,,1280,3.33,,
2004-12-25,USGS,02234000,,1350,3.27,,
2004-12-26,USGS,02234000,,1360,3.32,,
2004-12-27,USGS,02234000,,1670,3.28,,
2004-12-28,USGS,02234000,,1690,3.24,,
2004-12-29,USGS,02234000,,1630,3.21,,
2004-12-30,USGS,02234000,,1510,3.18,,
2004-12-31,USGS,02234000,,1470,3.13,,
2005-01-01,USGS,02234000,,1390,3.08,,
2005-01-02,USGS,02234000,,1350,3.03,,
2005-01-03,USGS,02234000,,1360,2.97,,
2005-01-04,USGS,02234000,,1340,2.92,,
2005-01-05,USGS,02234000,,1300,2.84,,
2005-01-06,USGS,02234000,,1230,2.78,,
2005-01-07,USGS,02234000,,1250,2.72,,
2005-01-08,USGS,02234000,,1230,2.64,,
2005-01-09,USGS,02234000,,1220,2.56,,
2005-01-10,USGS,02234000,,1210,2.49,,
2005-01-11,USGS,02234000,,1240,2.43,,
2005-01-12,USGS,02234000,,1200,2.36,,
2005-01-13,USGS,02234000,,1210,2.28,,
2005-01-14,USGS,02234000,,1340,2.39,,
2005-01-15,USGS,02234000,,1770,2.59,,
2005-01-16,USGS,02234000,,2020,2.73,,
2005-01-17,USGS,02234000,,2010,2.88,,
2005-01-18,USGS,02234000,,2050,2.98,,
2005-01-19,USGS,02234000,,2050,3.04,,
2005-01-20,USGS,02234000,,1840,3.07,,
2005-01-21,USGS,02234000,,1760,3.10,,
2005-01-22,USGS,02234000,,1580,3.10,,
2005-01-23,USGS,02234000,,1510,3.07,,
2005-01-24,USGS,02234000,,1650,3.02,,
2005-01-25,USGS,02234000,,1430,3.00,,
2005-01-26,USGS,02234000,,1360,2.97,,
2005-01-27,USGS,02234000,,1410,2.93,,
2005-01-28,USGS,02234000,,1470,2.87,,
2005-01-29,USGS,02234000,,1450,2.80,,
2005-01-30,USGS,02234000,,1330,2.77,,
2005-01-31,USGS,02234000,,1300,2.76,,
2005-02-01,USGS,02234000,,1290,2.74,,
2005-02-02,USGS,02234000,,1250,2.72,,
2005-02-03,USGS,02234000,,1120,2.70,,
2005-02-04,USGS,02234000,,1160,2.70,,
2005-02-05,USGS,02234000,,1240,2.69,,
2005-02-06,USGS,02234000,,1160,2.69,,
2005-02-07,USGS,02234000,,1020,2.68,,
2005-02-08,USGS,02234000,,975,2.66,,
2005-02-09,USGS,02234000,,949,2.64,,
2005-02-10,USGS,02234000,,755,2.63,,
2005-02-11,USGS,02234000,,913,2.60,,
2005-02-12,USGS,02234000,,921,2.58,,
2005-02-13,USGS,02234000,,876,2.52,,
2005-02-14,USGS,02234000,,799,2.48,,
2005-02-15,USGS,02234000,,817,2.44,,
2005-02-16,USGS,02234000,,760,2.39,,
2005-02-17,USGS,02234000,,841,2.33,,
2005-02-18,USGS,02234000,,893,2.26,,
2005-02-19,USGS,02234000,,946,2.17,,
2005-02-20,USGS,02234000,,849,2.07,,
2005-02-21,USGS,02234000,,797,1.97,,
2005-02-22,USGS,02234000,,810,1.89,,
2005-02-23,USGS,02234000,,802,1.81,,
2005-02-24,USGS,02234000,,701,1.72,,
2005-02-25,USGS,02234000,,753,1.64,,
2005-02-26,USGS,02234000,,872,1.58,,
2005-02-27,USGS,02234000,,824,1.62,,
2005-02-28,USGS,02234000,,657,1.80,,
2005-03-01,USGS,02234000,,796,1.92,,
2005-03-02,USGS,02234000,,1030,1.99,,
2005-03-03,USGS,02234000,,1040,1.99,,
2005-03-04,USGS,02234000,,1030,1.98,,
2005-03-05,USGS,02234000,,874,1.94,,
2005-03-06,USGS,02234000,,875,1.90,,
2005-03-07,USGS,02234000,,891,1.85,,
2005-03-08,USGS,02234000,,638,1.83,,
2005-03-09,USGS,02234000,,856,1.82,,
2005-03-10,USGS,02234000,,971,1.79,,
2005-03-11,USGS,02234000,,867,1.76,,
2005-03-12,USGS,02234000,,891,1.74,,
2005-03-13,USGS,02234000,,951,1.67,,
2005-03-14,USGS,02234000,,952,1.60,,
2005-03-15,USGS,02234000,,1010,1.57,,
2005-03-16,USGS,02234000,,1020,1.56,,
2005-03-17,USGS,02234000,,1150,1.69,,
2005-03-18,USGS,02234000,,1560,1.96,,
2005-03-19,USGS,02234000,,1900,2.14,,
2005-03-20,USGS,02234000,,2120,2.28,,
2005-03-21,USGS,02234000,,2300,2.40,,
2005-03-22,USGS,02234000,,2190,2.48,,
2005-03-23,USGS,02234000,,2070,2.63,,
2005-03-24,USGS,02234000,,2230,2.75,,
2005-03-25,USGS,02234000,,2400,2.93,,
2005-03-26,USGS,02234000,,3020,3.48,,
2005-03-27,USGS,02234000,,3150,3.77,,
2005-03-28,USGS,02234000,,2860,3.90,,
2005-03-29,USGS,02234000,,3010,3.99,,
2005-03-30,USGS,02234000,,3130,4.07,,
2005-03-31,USGS,02234000,,3180,4.11,,
2005-04-01,USGS,02234000,,2950,4.13,,
2005-04-02,USGS,02234000,,2410,4.10,,
2005-04-03,USGS,02234000,,2420,4.07,,
2005-04-04,USGS,02234000,,2500,4.03,,
2005-04-05,USGS,02234000,,2440,3.99,,
2005-04-06,USGS,02234000,,2280,3.94,,
2005-04-07,USGS,02234000,,2150,3.91,,
2005-04-08,USGS,02234000,,1960,3.91,,
2005-04-09,USGS,02234000,,2090,3.87,,
2005-04-10,USGS,02234000,,2040,3.82,,
2005-04-11,USGS,02234000,,2120,3.78,,
2005-04-12,USGS,02234000,,1920,3.73,,
2005-04-13,USGS,02234000,,1650,3.66,,
2005-04-14,USGS,02234000,,1630,3.61,,
2005-04-15,USGS,02234000,,1730,3.52,,
2005-04-16,USGS,02234000,,1780,3.46,,
2005-04-17,USGS,02234000,,1770,3.41,,
2005-04-18,USGS,02234000,,1660,3.38,,
2005-04-19,USGS,02234000,,1440,3.33,,
2005-04-20,USGS,02234000,,1340,3.27,,
2005-04-21,USGS,02234000,,1260,3.22,,
2005-04-22,USGS,02234000,,1220,3.17,,
2005-04-23,USGS,02234000,,1100,3.14,,
2005-04-24,USGS,02234000,,1100,3.10,,
2005-04-25,USGS,02234000,,1180,3.04,,
2005-04-26,USGS,02234000,,1070,2.97,,
2005-04-27,USGS,02234000,,1080,2.94,,
2005-04-28,USGS,02234000,,1230,2.86,,
2005-04-29,USGS,02234000,,1200,2.78,,
2005-04-30,USGS,02234000,,1140,2.71,,
2005-05-01,USGS,02234000,,1090,2.69,,
2005-05-02,USGS,02234000,,1170,2.61,,
2005-05-03,USGS,02234000,,1190,2.54,,
2005-05-04,USGS,02234000,,1220,2.53,,
2005-05-05,USGS,02234000,,1280,2.60,,
2005-05-06,USGS,02234000,,1310,2.62,,
2005-05-07,USGS,02234000,,1350,2.62,,
2005-05-08,USGS,02234000,,1220,2.63,,
2005-05-09,USGS,02234000,,1160,2.61,,
2005-05-10,USGS,02234000,,1080,2.57,,
2005-05-11,USGS,02234000,,1090,2.58,,
2005-05-12,USGS,02234000,,1140,2.61,,
2005-05-13,USGS,02234000,,1120,2.56,,
2005-05-14,USGS,02234000,,1130,2.50,,
2005-05-15,USGS,02234000,,1090,2.45,,
2005-05-16,USGS,02234000,,1030,2.41,,
2005-05-17,USGS,02234000,,1010,2.34,,
2005-05-18,USGS,02234000,,976,2.26,,
2005-05-19,USGS,02234000,,936,2.18,,
2005-05-20,USGS,02234000,,879,2.11,,
2005-05-21,USGS,02234000,,771,2.05,,
2005-05-22,USGS,02234000,,821,1.99,,
2005-05-23,USGS,02234000,,730,1.94,,
2005-05-24,USGS,02234000,,633,1.93,,
2005-05-25,USGS,02234000,,687,1.93,,
2005-05-26,USGS,02234000,,716,1.88,,
2005-05-27,USGS,02234000,,665,1.82,,
2005-05-28,USGS,02234000,,561,1.79,,
2005-05-29,USGS,02234000,,533,1.77,,
2005-05-30,USGS,02234000,,527,1.72,,
2005-05-31,USGS,02234000,,489,1.75,,
2005-06-01,USGS,02234000,,585,1.87,,
2005-06-02,USGS,02234000,,628,1.92,,
2005-06-03,USGS,02234000,,642,1.99,,
2005-06-04,USGS,02234000,,742,2.21,,
2005-06-05,USGS,02234000,,932,2.38,,
2005-06-06,USGS,02234000,,1220,2.55,,
2005-06-07,USGS,02234000,,1360,2.66,,
2005-06-08,USGS,02234000,,1410,2.71,,
2005-06-09,USGS,02234000,,1320,2.73,,
2005-06-10,USGS,02234000,,1400,2.75,,
2005-06-11,USGS,02234000,,1370,2.78,,
2005-06-12,USGS,02234000,,1410,2.87,,
2005-06-13,USGS,02234000,,1590,3.03,,
2005-06-14,USGS,02234000,,1820,3.15,,
2005-06-15,USGS,02234000,,1870,3.29,,
2005-06-16,USGS,02234000,,2070,3.64,,
2005-06-17,USGS,02234000,,2390,3.89,,
2005-06-18,USGS,02234000,,2750,4.15,,
2005-06-19,USGS,02234000,,3250,4.36,,
2005-06-20,USGS,02234000,,3420,4.51,,
2005-06-21,USGS,02234000,,3390,4.60,,
2005-06-22,USGS,02234000,,3130,4.66,,
2005-06-23,USGS,02234000,,2910,4.71,,
2005-06-24,USGS,02234000,,2880,4.81,,
2005-06-25,USGS,02234000,,3670,5.06,,
2005-06-26,USGS,02234000,,4160,5.24,,
2005-06-27,USGS,02234000,,4360,5.39,,
2005-06-28,USGS,02234000,,4630,5.59,,
2005-06-29,USGS,02234000,,4780,5.75,,
2005-06-30,USGS,02234000,,4520,5.96,,
2005-07-01,USGS,02234000,,4530,6.17,,
2005-07-02,USGS,02234000,,4870,6.32,,
2005-07-03,USGS,02234000,,4920,6.46,,
2005-07-04,USGS,02234000,,4830,6.57,,
2005-07-05,USGS,02234000,,5030,6.64,,
2005-07-06,USGS,02234000,,4920,6.67,,
2005-07-07,USGS,02234000,,4730,6.69,,
2005-07-08,USGS,02234000,,4620,6.70,,
2005-07-09,USGS,02234000,,5160,6.72,,
2005-07-10,USGS,02234000,,5230,6.79,,
2005-07-11,USGS,02234000,,4830,6.79,,
2005-07-12,USGS,02234000,,5090,6.81,,
2005-07-13,USGS,02234000,,4830,6.85,,
2005-07-14,USGS,02234000,,4830,6.85,,
2005-07-15,USGS,02234000,,4750,6.86,,
2005-07-16,USGS,02234000,,4650,6.87,,
2005-07-17,USGS,02234000,,4650,6.87,,
2005-07-18,USGS,02234000,,4750,6.87,,
2005-07-19,USGS,02234000,,4880,6.90,,
2005-07-20,USGS,02234000,,4630,6.92,,
2005-07-21,USGS,02234000,,4610,6.90,,
2005-07-22,USGS,02234000,,4720,6.87,,
2005-07-23,USGS,02234000,,4490,6.83,,
2005-07-24,USGS,02234000,,4420,6.79,,
2005-07-25,USGS,02234000,,4540,6.74,,
2005-07-26,USGS,02234000,,4510,6.68,,
2005-07-27,USGS,02234000,,4430,6.61,,
2005-07-28,USGS,02234000,,4360,6.54,,
2005-07-29,USGS,02234000,,4220,6.46,,
2005-07-30,USGS,02234000,,4180,6.38,,
2005-07-31,USGS,02234000,,3980,6.32,,
2005-08-01,USGS,02234000,,4000,6.27,,
2005-08-02,USGS,02234000,,4150,6.25,,
2005-08-03,USGS,02234000,,4270,6.25,,
2005-08-04,USGS,02234000,,4260,6.24,,
2005-08-05,USGS,02234000,,4270,6.23,,
2005-08-06,USGS,02234000,,4530,6.23,,
2005-08-07,USGS,02234000,,4760,6.28,,
2005-08-08,USGS,02234000,,5030,6.36,,
2005-08-09,USGS,02234000,,5060,6.43,,
2005-08-10,USGS,02234000,,4870,6.50,,
2005-08-11,USGS,02234000,,4870,6.60,,
2005-08-12,USGS,02234000,,4880,6.63,,
2005-08-13,USGS,02234000,,4720,6.66,,
2005-08-14,USGS,02234000,,4580,6.66,,
2005-08-15,USGS,02234000,,4330,6.64,,
2005-08-16,USGS,02234000,,4300,6.60,,
2005-08-17,USGS,02234000,,4200,6.56,,
2005-08-18,USGS,02234000,,4030,6.48,,
2005-08-19,USGS,02234000,,3970,6.43,,
2005-08-20,USGS,02234000,,3590,6.40,,
2005-08-21,USGS,02234000,,3540,6.35,,
2005-08-22,USGS,02234000,,3550,6.26,,
2005-08-23,USGS,02234000,,3400,6.17,,
2005-08-24,USGS,02234000,,3320,6.06,,
2005-08-25,USGS,02234000,,3270,5.96,,
2005-08-26,USGS,02234000,,3680,5.88,,
2005-08-27,USGS,02234000,,3330,5.77,,
2005-08-28,USGS,02234000,,3040,5.66,,
2005-08-29,USGS,02234000,,2960,5.57,,
2005-08-30,USGS,02234000,,2790,5.48,,
2005-08-31,USGS,02234000,,2860,5.44,,
2005-09-01,USGS,02234000,,2750,5.37,,
2005-09-02,USGS,02234000,,2820,5.30,,
2005-09-03,USGS,02234000,,2830,5.25,,
2005-09-04,USGS,02234000,,2840,5.17,,
2005-09-05,USGS,02234000,,2680,5.10,,
2005-09-06,USGS,02234000,,2600,5.02,,
2005-09-07,USGS,02234000,,2480,5.09,,
2005-09-08,USGS,02234000,,2540,5.19,,
2005-09-09,USGS,02234000,,3160,5.29,,
2005-09-10,USGS,02234000,,3120,5.36,,
2005-09-11,USGS,02234000,,2750,5.40,,
2005-09-12,USGS,02234000,,2730,5.43,,
2005-09-13,USGS,02234000,,2510,5.43,,
2005-09-14,USGS,02234000,,2580,5.42,,
2005-09-15,USGS,02234000,,2540,5.40,,
2005-09-16,USGS,02234000,,2440,5.37,,
2005-09-17,USGS,02234000,,2400,5.32,,
2005-09-18,USGS,02234000,,2330,5.27,,
2005-09-19,USGS,02234000,,2250,5.20,,
2005-09-20,USGS,02234000,,2470,5.14,,
2005-09-21,USGS,02234000,,2500,5.14,,
2005-09-22,USGS,02234000,,2390,5.15,,
2005-09-23,USGS,02234000,,2310,5.15,,
2005-09-24,USGS,02234000,,2380,5.12,,
2005-09-25,USGS,02234000,,2510,5.10,,
2005-09-26,USGS,02234000,,2460,5.08,,
2005-09-27,USGS,02234000,,2540,5.04,,
2005-09-28,USGS,02234000,,2570,5.11,,
2005-09-29,USGS,02234000,,2690,5.12,,
2005-09-30,USGS,02234000,,2660,5.16,,
2005-10-01,USGS,02234000,,2620,5.12,,
2005-10-02,USGS,02234000,,2660,5.09,,
2005-10-03,USGS,02234000,,2530,5.08,,
2005-10-04,USGS,02234000,,2670,5.05,,
2005-10-05,USGS,02234000,,2670,5.11,,
2005-10-06,USGS,02234000,,2380,5.22,,
2005-10-07,USGS,02234000,,2650,5.43,,
2005-10-08,USGS,02234000,,3280,5.70,,
2005-10-09,USGS,02234000,,3530,5.88,,
2005-10-10,USGS,02234000,,3380,5.99,,
2005-10-11,USGS,02234000,,3200,6.16,,
2005-10-12,USGS,02234000,,3510,6.45,,
2005-10-13,USGS,02234000,,4270,6.78,,
2005-10-14,USGS,02234000,,4470,6.98,,
2005-10-15,USGS,02234000,,4240,7.06,,
2005-10-16,USGS,02234000,,4300,7.09,,
2005-10-17,USGS,02234000,,3920,7.09,,
2005-10-18,USGS,02234000,,3790,7.07,,
2005-10-19,USGS,02234000,,3880,7.02,,
2005-10-20,USGS,02234000,,3680,6.97,,
2005-10-21,USGS,02234000,,3770,6.91,,
2005-10-22,USGS,02234000,,3730,6.88,,
2005-10-23,USGS,02234000,,3560,6.86,,
2005-10-24,USGS,02234000,,4720,7.19,,
2005-10-25,USGS,02234000,,7640,7.78,,
2005-10-26,USGS,02234000,,8600,8.16,,
2005-10-27,USGS,02234000,,9940,8.57,,
2005-10-28,USGS,02234000,,9620,8.77,,
2005-10-29,USGS,02234000,,9590,8.92,,
2005-10-30,USGS,02234000,,9440,9.02,,
2005-10-31,USGS,02234000,,9060,9.05,,
2005-11-01,USGS,02234000,,8660,9.07,,
2005-11-02,USGS,02234000,,8710,9.10,,
2005-11-03,USGS,02234000,,8620,9.08,,
2005-11-04,USGS,02234000,,8280,9.06,,
2005-11-05,USGS,02234000,,8030,9.03,,
2005-11-06,USGS,02234000,,8070,8.99,,
2005-11-07,USGS,02234000,,7960,8.93,,
2005-11-08,USGS,02234000,,7650,8.88,,
2005-11-09,USGS,02234000,,7750,8.82,,
2005-11-10,USGS,02234000,,7630,8.76,,
2005-11-11,USGS,02234000,,7470,8.71,,
2005-11-12,USGS,02234000,,7460,8.66,,
2005-11-13,USGS,02234000,,7300,8.60,,
2005-11-14,USGS,02234000,,7150,8.54,,
2005-11-15,USGS,02234000,,7370,8.55,,
2005-11-16,USGS,02234000,,6940,8.43,,
2005-11-17,USGS,02234000,,6710,8.37,,
2005-11-18,USGS,02234000,,6650,8.29,,
2005-11-19,USGS,02234000,,7460,8.24,,
2005-11-20,USGS,02234000,,6790,8.21,,
2005-11-21,USGS,02234000,,6620,8.14,,
2005-11-22,USGS,02234000,,6140,8.10,,
2005-11-23,USGS,02234000,,7510,,,
2005-11-24,USGS,02234000,,6210,,,
2005-11-25,USGS,02234000,,6250,,,
2005-11-26,USGS,02234000,,6440,,,
2005-11-27,USGS,02234000,,5460,,,
2005-11-28,USGS,02234000,,5450,,,
2005-11-29,USGS,02234000,,5440,,,
2005-11-30,USGS,02234000,,5430,7.51,,
2005-12-01,USGS,02234000,,5090,7.46,,
2005-12-02,USGS,02234000,,5030,7.37,,
2005-12-03,USGS,02234000,,5010,7.30,,
2005-12-04,USGS,02234000,,4650,7.23,,
2005-12-05,USGS,02234000,,4670,7.15,,
2005-12-06,USGS,02234000,,4330,7.07,,
2005-12-07,USGS,02234000,,4490,7.01,,
2005-12-08,USGS,02234000,,4880,7.00,,
2005-12-09,USGS,02234000,,4510,7.00,,
2005-12-10,USGS,02234000,,4420,,,
2005-12-11,USGS,02234000,,4340,,,
2005-12-12,USGS,02234000,,4310,,,
2005-12-13,USGS,02234000,,4290,,,
2005-12-14,USGS,02234000,,4210,,,
2005-12-15,USGS,02234000,,4450,6.71,,
2005-12-16,USGS,02234000,,3890,6.64,,
2005-12-17,USGS,02234000,,4070,6.58,,
2005-12-18,USGS,02234000,,3710,6.51,,
2005-12-19,USGS,02234000,,3940,6.43,,
2005-12-20,USGS,02234000,,4150,6.37,,
2005-12-21,USGS,02234000,,3850,6.30,,
2005-12-22,USGS,02234000,,3930,6.21,,
2005-12-23,USGS,02234000,,4030,6.14,,
2005-12-24,USGS,02234000,,3690,6.08,,
2005-12-25,USGS,02234000,,3400,6.00,,
2005-12-26,USGS,02234000,,3310,5.90,,
2005-12-27,USGS,02234000,,3460,5.82,,
2005-12-28,USGS,02234000,,3320,5.74,,
2005-12-29,USGS,02234000,,3070,5.64,,
2005-12-30,USGS,02234000,,3160,5.55,,
2005-12-31,USGS,02234000,,3000,5.47,,
2006-01-01,USGS,02234000,,2910,5.37,,
2006-01-02,USGS,02234000,,3080,5.28,,
2006-01-03,USGS,02234000,,2600,5.18,,
2006-01-04,USGS,02234000,,2760,5.09,,
2006-01-05,USGS,02234000,,2680,4.99,,
2006-01-06,USGS,02234000,,2350,4.88,,
2006-01-07,USGS,02234000,,2490,4.77,,
2006-01-08,USGS,02234000,,2530,4.67,,
2006-01-09,USGS,02234000,,2350,4.63,,
2006-01-10,USGS,02234000,,2280,4.55,,
2006-01-11,USGS,02234000,,2230,4.40,,
2006-01-12,USGS,02234000,,2150,4.32,,
2006-01-13,USGS,02234000,,2120,4.24,,
2006-01-14,USGS,02234000,,1550,4.13,,
2006-01-15,USGS,02234000,,2300,4.04,,
2006-01-16,USGS,02234000,,2140,3.95,,
2006-01-17,USGS,02234000,,2010,3.86,,
2006-01-18,USGS,02234000,,1720,3.77,,
2006-01-19,USGS,02234000,,1910,3.67,,
2006-01-20,USGS,02234000,,1880,3.58,,
2006-01-21,USGS,02234000,,1770,3.50,,
2006-01-22,USGS,02234000,,1740,3.41,,
2006-01-23,USGS,02234000,,1700,3.32,,
2006-01-24,USGS,02234000,,1530,3.22,,
2006-01-25,USGS,02234000,,1540,3.12,,
2006-01-26,USGS,02234000,,1610,3.02,,
2006-01-27,USGS,02234000,,1630,2.93,,
2006-01-28,USGS,02234000,,1520,2.85,,
2006-01-29,USGS,02234000,,1320,2.75,,
2006-01-30,USGS,02234000,,1210,2.68,,
2006-01-31,USGS,02234000,,1230,2.61,,
2006-02-01,USGS,02234000,,1300,2.52,,
2006-02-02,USGS,02234000,,1240,2.43,,
2006-02-03,USGS,02234000,,1120,2.41,,
2006-02-04,USGS,02234000,,1100,2.46,,
2006-02-05,USGS,02234000,,1170,2.52,,
2006-02-06,USGS,02234000,,1270,2.54,,
2006-02-07,USGS,02234000,,1200,2.55,,
2006-02-08,USGS,02234000,,1290,2.53,,
2006-02-09,USGS,02234000,,1170,2.50,,
2006-02-10,USGS,02234000,,1220,2.47,,
2006-02-11,USGS,02234000,,1040,2.41,,
2006-02-12,USGS,02234000,,918,2.46,,
2006-02-13,USGS,02234000,,1070,2.36,,
2006-02-14,USGS,02234000,,1070,2.30,,
2006-02-15,USGS,02234000,,1070,2.22,,
2006-02-16,USGS,02234000,,1060,2.15,,
2006-02-17,USGS,02234000,,1020,2.08,,
2006-02-18,USGS,02234000,,963,2.02,,
2006-02-19,USGS,02234000,,1020,1.95,,
2006-02-20,USGS,02234000,,1010,1.87,,
2006-02-21,USGS,02234000,,882,1.82,,
2006-02-22,USGS,02234000,,857,1.77,,
2006-02-23,USGS,02234000,,811,1.73,,
2006-02-24,USGS,02234000,,897,1.66,,
2006-02-25,USGS,02234000,,788,1.56,,
2006-02-26,USGS,02234000,,643,1.62,,
2006-02-27,USGS,02234000,,902,1.58,,
2006-02-28,USGS,02234000,,734,1.56,,
2006-03-01,USGS,02234000,,670,1.54,,
2006-03-02,USGS,02234000,,595,1.54,,
2006-03-03,USGS,02234000,,684,1.53,,
2006-03-04,USGS,02234000,,678,1.52,,
2006-03-05,USGS,02234000,,741,1.48,,
2006-03-06,USGS,02234000,,581,1.45,,
2006-03-07,USGS,02234000,,608,1.45,,
2006-03-08,USGS,02234000,,657,1.38,,
2006-03-09,USGS,02234000,,561,1.30,,
2006-03-10,USGS,02234000,,491,1.24,,
2006-03-11,USGS,02234000,,505,1.19,,
2006-03-12,USGS,02234000,,492,1.13,,
2006-03-13,USGS,02234000,,479,1.06,,
2006-03-14,USGS,02234000,,417,1.02,,
2006-03-15,USGS,02234000,,525,1.00,,
2006-03-16,USGS,02234000,,491,0.92,,
2006-03-17,USGS,02234000,,436,0.89,,
2006-03-18,USGS,02234000,,420,0.88,,
2006-03-19,USGS,02234000,,437,0.82,,
2006-03-20,USGS,02234000,,340,0.78,,
2006-03-21,USGS,02234000,,240,0.80,,
2006-03-22,USGS,02234000,,320,0.87,,
2006-03-23,USGS,02234000,,374,0.80,,
2006-03-24,USGS,02234000,,288,0.87,,
2006-03-25,USGS,02234000,,315,0.94,,
2006-03-26,USGS,02234000,,320,1.01,,
2006-03-27,USGS,02234000,,333,0.99,,
2006-03-28,USGS,02234000,,270,0.94,,
2006-03-29,USGS,02234000,,222,0.90,,
2006-03-30,USGS,02234000,,185,0.86,,
2006-03-31,USGS,02234000,,201,0.81,,
2006-04-01,USGS,02234000,,203,0.78,,
2006-04-02,USGS,02234000,,216,0.78,,
2006-04-03,USGS,02234000,,188,0.78,,
2006-04-04,USGS,02234000,,258,0.77,,
2006-04-05,USGS,02234000,,276,0.70,,
2006-04-06,USGS,02234000,,211,0.63,,
2006-04-07,USGS,02234000,,193,0.55,,
2006-04-08,USGS,02234000,,165,0.48,,
2006-04-09,USGS,02234000,,268,0.61,,
2006-04-10,USGS,02234000,,320,0.54,,
2006-04-11,USGS,02234000,,296,0.55,,
2006-04-12,USGS,02234000,,225,0.61,,
2006-04-13,USGS,02234000,,207,0.71,,
2006-04-14,USGS,02234000,,232,0.79,,
2006-04-15,USGS,02234000,,206,0.80,,
2006-04-16,USGS,02234000,,230,0.80,,
2006-04-17,USGS,02234000,,217,0.78,,
2006-04-18,USGS,02234000,,294,0.73,,
2006-04-19,USGS,02234000,,302,0.61,,
2006-04-20,USGS,02234000,,253,0.55,,
2006-04-21,USGS,02234000,,222,0.49,,
2006-04-22,USGS,02234000,,172,0.52,,
2006-04-23,USGS,02234000,,275,0.57,,
2006-04-24,USGS,02234000,,238,0.54,,
2006-04-25,USGS,02234000,,221,0.51,,
2006-04-26,USGS,02234000,,195,0.49,,
2006-04-27,USGS,02234000,,181,0.50,,
2006-04-28,USGS,02234000,,272,0.49,,
2006-04-29,USGS,02234000,,235,0.44,,
2006-04-30,USGS,02234000,,198,0.46,,
2006-05-01,USGS,02234000,,169,0.57,,
2006-05-02,USGS,02234000,,160,0.68,,
2006-05-03,USGS,02234000,,123,0.80,,
2006-05-04,USGS,02234000,,104,0.91,,
2006-05-05,USGS,02234000,,151,0.93,,
2006-05-06,USGS,02234000,,146,0.92,,
2006-05-07,USGS,02234000,,162,0.89,,
2006-05-08,USGS,02234000,,138,0.86,,
2006-05-09,USGS,02234000,,175,0.86,,
2006-05-10,USGS,02234000,,147,0.84,,
2006-05-11,USGS,02234000,,84.1,0.90,,
2006-05-12,USGS,02234000,,172,1.00,,
2006-05-13,USGS,02234000,,194,1.00,,
2006-05-14,USGS,02234000,,161,0.98,,
2006-05-15,USGS,02234000,,163,0.95,,
2006-05-16,USGS,02234000,,201,0.95,,
2006-05-17,USGS,02234000,,235,0.93,,
2006-05-18,USGS,02234000,,175,0.89,,
2006-05-19,USGS,02234000,,175,0.87,,
2006-05-20,USGS,02234000,,216,0.81,,
2006-05-21,USGS,02234000,,189,0.71,,
2006-05-22,USGS,02234000,,171,0.61,,
2006-05-23,USGS,02234000,,182,0.53,,
2006-05-24,USGS,02234000,,154,0.50,,
2006-05-25,USGS,02234000,,151,0.49,,
2006-05-26,USGS,02234000,,149,0.50,,
2006-05-27,USGS,02234000,,193,0.54,,
2006-05-28,USGS,02234000,,213,0.53,,
2006-05-29,USGS,02234000,,274,0.52,,
2006-05-30,USGS,02234000,,229,0.51,,
2006-05-31,USGS,02234000,,196,0.53,,
2006-06-01,USGS,02234000,,186,0.57,,
2006-06-02,USGS,02234000,,128,0.59,,
2006-06-03,USGS,02234000,,120,0.61,,
