,agency_cd,site_no,Dissolved_oxygen_mpl_Mean,Gage_height_feet_Mean,Discharge_cfs_Mean,Dissolved_oxygen_mpl_Maximum,Dissolved_oxygen_mpl_Minimum
2012-03-24,USGS,02234500,,0.32,602,8.5,6.7
2012-03-25,USGS,02234500,,0.29,-164,7.3,5.5
2012-03-26,USGS,02234500,,0.33,330,8.2,5.1
2012-03-27,USGS,02234500,,0.33,712,9.0,5.9
2012-03-28,USGS,02234500,,0.35,328,10.1,6.1
2012-03-29,USGS,02234500,,0.38,272,8.9,4.9
2012-03-30,USGS,02234500,,0.34,843,9.0,6.9
2012-03-31,USGS,02234500,,0.25,778,8.3,6.6
2012-04-01,USGS,02234500,,0.21,308,8.4,5.7
2012-04-02,USGS,02234500,,0.21,130,7.7,5.5
2012-04-03,USGS,02234500,,0.25,146,9.7,5.5
2012-04-04,USGS,02234500,,0.29,-447,8.0,5.1
2012-04-05,USGS,02234500,,0.36,-525,7.5,4.2
2012-04-06,USGS,02234500,,0.42,-723,6.8,3.6
2012-04-07,USGS,02234500,,0.58,-1060,7.5,5.9
2012-04-08,USGS,02234500,,0.72,-1050,8.8,6.0
2012-04-09,USGS,02234500,,0.80,-427,8.9,5.5
2012-04-10,USGS,02234500,,0.78,489,9.3,5.3
2012-04-11,USGS,02234500,,0.75,-128,9.0,4.5
2012-04-12,USGS,02234500,,0.79,-215,8.7,3.8
2012-04-13,USGS,02234500,,0.86,-94.1,8.8,4.6
2012-04-14,USGS,02234500,,0.89,470,7.8,5.5
2012-04-15,USGS,02234500,,0.80,817,8.9,4.8
2012-04-16,USGS,02234500,,0.71,1030,9.3,6.2
2012-04-17,USGS,02234500,,0.61,1150,9.6,6.7
2012-04-18,USGS,02234500,,0.50,1170,9.3,6.8
2012-04-19,USGS,02234500,,0.43,775,8.8,6.1
2012-04-20,USGS,02234500,,0.44,287,8.4,4.9
2012-04-21,USGS,02234500,,0.53,374,8.1,3.8
2012-04-22,USGS,02234500,,0.61,-1300,7.0,5.2
2012-04-23,USGS,02234500,,0.68,-1390,7.3,5.6
2012-04-24,USGS,02234500,,0.80,-946,9.4,5.8
2012-04-25,USGS,02234500,,0.80,689,11.0,6.4
2012-04-26,USGS,02234500,,0.70,1050,10.2,9.2
2012-04-27,USGS,02234500,,0.59,1300,10.8,7.8
2012-04-28,USGS,02234500,,0.46,1510,11.8,8.1
2012-04-29,USGS,02234500,,0.35,1160,11.3,7.8
2012-04-30,USGS,02234500,,0.29,985,9.9,6.4
2012-05-01,USGS,02234500,,0.28,672,9.8,5.2
2012-05-02,USGS,02234500,,0.26,711,9.9,6.0
2012-05-03,USGS,02234500,,0.22,570,12.4,6.2
2012-05-04,USGS,02234500,,0.18,338,11.2,5.5
2012-05-05,USGS,02234500,,0.17,369,11.5,5.0
2012-05-06,USGS,02234500,,0.14,-327,9.4,6.6
2012-05-07,USGS,02234500,,0.24,-506,8.6,4.3
2012-05-08,USGS,02234500,,0.36,-676,10.0,5.1
2012-05-09,USGS,02234500,,0.45,-733,10.0,5.7
2012-05-10,USGS,02234500,,0.57,-834,10.4,5.4
2012-05-11,USGS,02234500,,0.65,10.5,10.0,5.8
2012-05-12,USGS,02234500,,0.64,384,8.9,5.6
2012-05-13,USGS,02234500,,0.61,96.7,8.5,5.5
2012-05-14,USGS,02234500,,0.56,210,8.0,4.6
2012-05-15,USGS,02234500,,0.58,337,9.0,4.0
2012-05-16,USGS,02234500,,0.66,915,7.3,5.1
2012-05-17,USGS,02234500,,0.66,938,10.4,5.1
2012-05-18,USGS,02234500,,0.68,477,10.3,6.2
2012-05-19,USGS,02234500,,0.76,-224,8.9,6.0
2012-05-20,USGS,02234500,,0.88,-655,8.9,5.2
2012-05-21,USGS,02234500,,1.01,-645,10.2,6.0
2012-05-22,USGS,02234500,,1.08,-85.2,10.2,4.7
2012-05-23,USGS,02234500,,1.09,925,9.8,5.5
2012-05-24,USGS,02234500,,1.01,1080,11.6,6.5
2012-05-25,USGS,02234500,,0.96,333,11.1,5.7
2012-05-26,USGS,02234500,,0.96,8.17,11.0,5.4
2012-05-27,USGS,02234500,,0.96,-755,8.0,5.1
2012-05-28,USGS,02234500,,1.15,201,7.1,4.0
2012-05-29,USGS,02234500,,1.15,18.4,7.6,4.2
2012-05-30,USGS,02234500,,1.09,305,10.7,5.5
2012-05-31,USGS,02234500,,1.05,937,13.4,7.8
2012-06-01,USGS,02234500,,1.03,1050,10.5,7.5
2012-06-02,USGS,02234500,,0.95,869,10.0,6.8
2012-06-03,USGS,02234500,,0.95,595,12.3,6.7
2012-06-04,USGS,02234500,,0.90,600,11.1,7.5
2012-06-05,USGS,02234500,,0.87,650,10.3,6.5
2012-06-06,USGS,02234500,,0.92,782,8.9,6.2
2012-06-07,USGS,02234500,,0.98,664,9.6,6.6
2012-06-08,USGS,02234500,,1.13,-456,10.3,6.0
2012-06-09,USGS,02234500,,1.31,-508,7.7,5.1
2012-06-10,USGS,02234500,,1.41,402,11.8,5.5
2012-06-11,USGS,02234500,,1.46,1080,13.9,7.2
2012-06-12,USGS,02234500,,1.42,1160,13.3,8.7
2012-06-13,USGS,02234500,,1.37,1120,10.7,7.4
2012-06-14,USGS,02234500,,1.39,1040,11.2,6.9
2012-06-15,USGS,02234500,,1.45,899,10.5,6.7
2012-06-16,USGS,02234500,,1.55,221,11.2,6.3
2012-06-17,USGS,02234500,,1.67,-149,10.4,6.1
2012-06-18,USGS,02234500,,1.75,557,13.6,5.2
2012-06-19,USGS,02234500,,1.75,848,11.1,7.4
2012-06-20,USGS,02234500,,1.75,905,8.8,7.2
2012-06-21,USGS,02234500,,1.74,1270,10.9,6.0
2012-06-22,USGS,02234500,,1.71,1080,10.5,6.9
2012-06-23,USGS,02234500,,1.71,1300,11.6,7.1
2012-06-24,USGS,02234500,,1.77,1650,9.9,6.9
2012-06-25,USGS,02234500,,1.98,1690,8.5,6.3
2012-06-26,USGS,02234500,,2.02,1840,8.9,6.7
2012-06-27,USGS,02234500,,2.05,137,9.5,6.0
2012-06-28,USGS,02234500,,2.24,-19.8,10.9,5.3
2012-06-29,USGS,02234500,,2.34,426,8.8,4.6
2012-06-30,USGS,02234500,,2.36,1130,10.4,7.2
2012-07-01,USGS,02234500,,2.33,1580,10.2,7.0
2012-07-02,USGS,02234500,,2.29,1910,9.8,7.0
2012-07-03,USGS,02234500,,2.24,2000,12.3,6.8
2012-07-04,USGS,02234500,,2.23,1850,11.6,8.4
2012-07-05,USGS,02234500,,2.18,2150,12.1,7.3
2012-07-06,USGS,02234500,,2.11,2320,12.6,7.6
2012-07-07,USGS,02234500,,2.06,2480,12.7,7.4
2012-07-08,USGS,02234500,,1.98,2390,12.1,7.7
2012-07-09,USGS,02234500,,1.90,2260,12.1,8.2
2012-07-10,USGS,02234500,,1.85,2390,12.6,6.9
2012-07-11,USGS,02234500,,1.77,2360,9.8,7.1
2012-07-12,USGS,02234500,,1.70,2400,9.3,6.6
2012-07-13,USGS,02234500,,1.66,2420,10.0,6.2
2012-07-14,USGS,02234500,,1.58,2270,9.8,6.1
2012-07-15,USGS,02234500,,1.52,2030,9.1,6.0
2012-07-16,USGS,02234500,,1.53,2060,9.1,5.2
2012-07-17,USGS,02234500,,1.51,1980,6.5,4.1
2012-07-18,USGS,02234500,,1.47,2060,7.6,4.1
2012-07-19,USGS,02234500,,1.42,2120,7.5,4.6
2012-07-20,USGS,02234500,,1.36,2340,10.4,4.3
2012-07-21,USGS,02234500,,1.28,2490,9.6,5.5
2012-07-22,USGS,02234500,,1.19,2370,9.1,3.5
2012-07-23,USGS,02234500,,1.21,2500,9.0,4.6
2012-07-24,USGS,02234500,,1.37,2200,8.3,5.3
2012-07-25,USGS,02234500,,1.31,2080,8.5,5.0
2012-07-26,USGS,02234500,,1.26,2100,10.4,5.5
2012-07-27,USGS,02234500,,1.23,1980,9.8,6.2
2012-07-28,USGS,02234500,,1.19,1990,9.1,4.7
2012-07-29,USGS,02234500,,1.13,1910,8.4,4.7
2012-07-30,USGS,02234500,,1.06,1760,6.8,3.8
2012-07-31,USGS,02234500,,1.02,1770,8.3,5.0
2012-08-01,USGS,02234500,,1.00,1800,7.3,5.5
2012-08-02,USGS,02234500,,0.98,1630,8.1,5.8
2012-08-03,USGS,02234500,,1.00,1380,8.5,5.7
2012-08-04,USGS,02234500,,1.03,1180,7.8,5.2
2012-08-05,USGS,02234500,,1.07,1310,8.5,5.7
2012-08-06,USGS,02234500,,1.08,1160,8.5,6.0
2012-08-07,USGS,02234500,,1.10,1400,9.7,5.8
2012-08-08,USGS,02234500,,1.15,1450,8.2,5.2
2012-08-09,USGS,02234500,,1.20,1840,10.7,4.9
2012-08-10,USGS,02234500,,1.24,2030,9.7,5.5
2012-08-11,USGS,02234500,,1.23,2100,9.4,4.9
2012-08-12,USGS,02234500,,1.17,2110,7.1,5.1
2012-08-13,USGS,02234500,,1.12,2170,7.4,4.7
2012-08-14,USGS,02234500,,1.07,1880,8.8,4.7
2012-08-15,USGS,02234500,,1.04,1840,9.2,5.3
2012-08-16,USGS,02234500,,1.08,1920,7.9,5.2
2012-08-17,USGS,02234500,,1.13,1970,6.6,5.0
2012-08-18,USGS,02234500,,1.16,1910,6.7,4.8
2012-08-19,USGS,02234500,,1.20,1860,6.5,4.8
2012-08-20,USGS,02234500,,1.29,1890,5.8,4.2
2012-08-21,USGS,02234500,,1.39,1650,5.9,3.6
2012-08-22,USGS,02234500,,1.53,1700,6.3,3.5
2012-08-23,USGS,02234500,,1.61,1730,6.0,3.4
2012-08-24,USGS,02234500,,1.69,1630,8.0,3.5
2012-08-25,USGS,02234500,,1.76,1460,5.5,3.1
2012-08-26,USGS,02234500,,1.87,1420,5.8,3.7
2012-08-27,USGS,02234500,,2.08,1760,5.9,4.2
2012-08-28,USGS,02234500,,2.20,1990,7.1,4.4
2012-08-29,USGS,02234500,,2.28,2090,6.4,4.9
2012-08-30,USGS,02234500,,2.36,2370,8.8,4.8
2012-08-31,USGS,02234500,,2.37,2220,10.5,6.0
2012-09-01,USGS,02234500,,2.37,2220,10.3,6.8
2012-09-02,USGS,02234500,,2.37,2310,9.3,5.8
2012-09-03,USGS,02234500,,2.37,2360,8.3,4.5
2012-09-04,USGS,02234500,,2.35,2460,8.7,4.5
2012-09-05,USGS,02234500,,2.30,2540,5.4,3.6
2012-09-06,USGS,02234500,,2.28,2720,4.1,3.3
2012-09-07,USGS,02234500,,2.28,2790,4.2,3.2
2012-09-08,USGS,02234500,,2.27,2900,4.6,3.7
2012-09-09,USGS,02234500,,2.24,3070,4.7,3.7
2012-09-10,USGS,02234500,,2.22,3080,5.3,4.0
2012-09-11,USGS,02234500,,2.19,2970,7.1,4.7
2012-09-12,USGS,02234500,,2.18,2800,7.8,5.2
2012-09-13,USGS,02234500,,2.17,2590,7.6,5.8
2012-09-14,USGS,02234500,,2.19,2490,7.9,5.7
2012-09-15,USGS,02234500,,2.22,2550,7.1,5.5
2012-09-16,USGS,02234500,,2.23,2600,6.7,5.4
2012-09-17,USGS,02234500,,2.25,2570,7.0,4.9
2012-09-18,USGS,02234500,,2.26,2510,5.9,4.9
2012-09-19,USGS,02234500,,2.29,2650,5.5,4.8
2012-09-20,USGS,02234500,,2.27,2590,5.0,4.3
2012-09-21,USGS,02234500,,2.28,2630,5.4,4.2
2012-09-22,USGS,02234500,,2.34,2710,6.8,4.4
2012-09-23,USGS,02234500,,2.32,2720,7.7,5.1
2012-09-24,USGS,02234500,,2.29,2550,6.9,5.5
2012-09-25,USGS,02234500,,2.28,2580,6.2,5.5
2012-09-26,USGS,02234500,,2.28,2680,7.7,5.4
2012-09-27,USGS,02234500,,2.30,2570,8.1,5.2
2012-09-28,USGS,02234500,,2.34,2720,7.0,4.7
2012-09-29,USGS,02234500,,2.37,2870,7.3,3.3
2012-09-30,USGS,02234500,,2.35,2980,6.1,4.3
2012-10-01,USGS,02234500,,2.35,3190,5.0,3.9
2012-10-02,USGS,02234500,,2.38,3420,5.0,4.0
2012-10-03,USGS,02234500,,2.38,3440,4.6,3.5
2012-10-04,USGS,02234500,,2.36,3210,5.1,3.7
2012-10-05,USGS,02234500,,2.37,3060,5.4,4.5
2012-10-06,USGS,02234500,,2.42,3080,5.1,4.1
2012-10-07,USGS,02234500,,2.48,3120,6.0,4.2
2012-10-08,USGS,02234500,,2.52,3070,5.0,3.7
2012-10-09,USGS,02234500,,2.55,3120,4.5,3.8
2012-10-10,USGS,02234500,,2.55,2850,5.0,4.3
2012-10-11,USGS,02234500,,2.57,2940,5.2,4.6
2012-10-12,USGS,02234500,,2.56,2950,5.7,5.1
2012-10-13,USGS,02234500,,2.59,3090,6.5,5.5
2012-10-14,USGS,02234500,,2.60,3200,6.6,6.1
2012-10-15,USGS,02234500,,2.61,3080,6.4,5.8
2012-10-16,USGS,02234500,,2.63,3020,6.0,5.5
2012-10-17,USGS,02234500,,2.65,3090,5.8,5.4
2012-10-18,USGS,02234500,,2.66,3190,6.1,5.4
2012-10-19,USGS,02234500,,2.66,3240,5.4,4.6
2012-10-20,USGS,02234500,,2.65,3070,5.7,4.6
2012-10-21,USGS,02234500,,2.65,3170,6.0,5.6
2012-10-22,USGS,02234500,,2.65,3270,6.3,5.6
2012-10-23,USGS,02234500,,2.64,3310,6.7,6.1
2012-10-24,USGS,02234500,,2.64,3330,7.2,6.2
2012-10-25,USGS,02234500,,2.66,3360,7.2,6.7
2012-10-26,USGS,02234500,,2.65,2820,7.7,7.0
2012-10-27,USGS,02234500,,2.66,2340,7.8,7.4
2012-10-28,USGS,02234500,,2.78,2460,8.0,7.7
2012-10-29,USGS,02234500,,2.84,2320,8.2,7.9
2012-10-30,USGS,02234500,,2.89,2410,8.6,8.1
2012-10-31,USGS,02234500,,2.94,2990,8.8,8.4
2012-11-01,USGS,02234500,,2.94,3310,8.8,8.5
2012-11-02,USGS,02234500,,2.93,3570,8.7,8.5
2012-11-03,USGS,02234500,,2.90,3700,8.8,8.3
2012-11-04,USGS,02234500,,2.87,3770,8.5,7.8
2012-11-05,USGS,02234500,,2.83,3850,8.3,7.5
2012-11-06,USGS,02234500,,2.77,3700,8.1,7.7
2012-11-07,USGS,02234500,,2.72,3460,8.2,7.8
2012-11-08,USGS,02234500,,2.71,3360,8.3,8.0
2012-11-09,USGS,02234500,,2.72,3370,8.4,8.1
2012-11-10,USGS,02234500,,2.71,3300,8.2,7.9
2012-11-11,USGS,02234500,,2.70,3330,8.0,7.8
2012-11-12,USGS,02234500,,2.69,3330,7.9,7.6
2012-11-13,USGS,02234500,,2.68,3210,7.7,7.4
2012-11-14,USGS,02234500,,2.67,3060,7.7,7.3
2012-11-15,USGS,02234500,,2.66,3120,7.7,7.5
2012-11-16,USGS,02234500,,2.67,2840,8.0,7.7
2012-11-17,USGS,02234500,,2.70,2590,8.1,7.9
2012-11-18,USGS,02234500,,2.73,2260,8.3,8.0
2012-11-19,USGS,02234500,,2.76,2190,8.4,8.1
2012-11-20,USGS,02234500,,2.81,2090,8.6,8.2
2012-11-21,USGS,02234500,,2.83,2280,8.6,8.4
2012-11-22,USGS,02234500,,2.84,2250,8.8,8.5
2012-11-23,USGS,02234500,,2.85,2340,8.8,8.6
2012-11-24,USGS,02234500,,2.86,2560,8.6,8.5
2012-11-25,USGS,02234500,,2.85,2680,8.8,8.5
2012-11-26,USGS,02234500,,2.83,2880,8.6,8.3
2012-11-27,USGS,02234500,,2.79,3010,8.6,8.2
2012-11-28,USGS,02234500,,2.73,2760,8.4,8.0
2012-11-29,USGS,02234500,,2.69,3000,8.5,8.3
2012-11-30,USGS,02234500,,2.64,3080,8.5,8.4
2012-12-01,USGS,02234500,,2.59,3050,8.4,8.2
2012-12-02,USGS,02234500,,2.55,3060,8.3,8.1
2012-12-03,USGS,02234500,,2.50,3030,8.9,8.0
2012-12-04,USGS,02234500,,2.45,2970,8.1,7.6
2012-12-05,USGS,02234500,,2.39,2930,7.8,7.5
2012-12-06,USGS,02234500,,2.33,2890,8.0,7.4
2012-12-07,USGS,02234500,,2.28,2880,8.1,7.3
2012-12-08,USGS,02234500,,2.24,2710,8.5,7.4
2012-12-09,USGS,02234500,,2.21,2520,7.4,7.0
2012-12-10,USGS,02234500,,2.18,2490,7.3,7.0
2012-12-11,USGS,02234500,,2.18,2610,7.6,6.6
2012-12-12,USGS,02234500,,2.15,2500,7.3,6.6
2012-12-13,USGS,02234500,,2.12,1990,7.1,6.5
2012-12-14,USGS,02234500,,2.11,1790,7.8,7.1
2012-12-15,USGS,02234500,,2.13,2010,8.2,7.7
2012-12-16,USGS,02234500,,2.14,2090,8.5,7.7
2012-12-17,USGS,02234500,,2.13,2050,8.2,7.4
2012-12-18,USGS,02234500,,2.10,2020,7.6,7.3
2012-12-19,USGS,02234500,,2.07,2230,7.8,7.3
2012-12-20,USGS,02234500,,2.01,2480,7.7,7.5
2012-12-21,USGS,02234500,,1.89,1770,8.4,7.5
2012-12-22,USGS,02234500,,1.85,2190,8.9,8.4
2012-12-23,USGS,02234500,,1.83,2740,9.0,8.8
2012-12-24,USGS,02234500,,1.74,2750,9.0,8.6
2012-12-25,USGS,02234500,,1.66,2730,8.6,8.4
2012-12-26,USGS,02234500,,1.56,2420,8.9,8.3
2012-12-27,USGS,02234500,,1.52,2280,9.0,8.8
2012-12-28,USGS,02234500,,1.48,2620,9.2,8.8
2012-12-29,USGS,02234500,,1.40,2420,9.1,8.9
2012-12-30,USGS,02234500,,1.37,1670,9.3,8.9
2012-12-31,USGS,02234500,,1.37,2230,9.4,9.2
2013-01-01,USGS,02234500,,1.33,2260,9.4,9.1
2013-01-02,USGS,02234500,,1.29,2200,9.2,9.0
2013-01-03,USGS,02234500,,1.23,1970,9.3,8.8
2013-01-04,USGS,02234500,,1.21,1500,9.0,8.6
2013-01-05,USGS,02234500,,1.25,1410,8.9,8.6
2013-01-06,USGS,02234500,,1.27,1480,9.2,8.5
2013-01-07,USGS,02234500,,1.28,1160,8.8,8.3
2013-01-08,USGS,02234500,,1.29,1380,9.5,8.2
2013-01-09,USGS,02234500,,1.32,1370,9.2,8.5
2013-01-10,USGS,02234500,,1.35,1470,8.7,7.9
2013-01-11,USGS,02234500,,1.33,1560,8.2,7.7
2013-01-12,USGS,02234500,,1.31,1520,8.2,7.4
2013-01-13,USGS,02234500,,1.27,1590,8.6,7.4
2013-01-14,USGS,02234500,,1.24,1600,9.1,7.5
2013-01-15,USGS,02234500,,1.20,1660,8.3,7.3
2013-01-16,USGS,02234500,,1.15,1570,8.0,7.0
2013-01-17,USGS,02234500,,1.06,1270,7.1,6.5
2013-01-18,USGS,02234500,,1.04,521,7.9,7.0
2013-01-19,USGS,02234500,,1.16,63.1,7.5,6.5
2013-01-20,USGS,02234500,,1.26,191,7.9,6.8
2013-01-21,USGS,02234500,,1.28,900,8.7,7.7
2013-01-22,USGS,02234500,,1.24,842,8.5,7.9
2013-01-23,USGS,02234500,,1.19,1280,8.6,8.1
2013-01-24,USGS,02234500,,1.12,1420,8.7,8.5
2013-01-25,USGS,02234500,,1.04,1770,8.9,8.4
2013-01-26,USGS,02234500,,0.98,1570,8.7,8.1
2013-01-27,USGS,02234500,,0.94,1510,8.5,8.0
2013-01-28,USGS,02234500,,0.93,1210,8.6,8.1
2013-01-29,USGS,02234500,,0.95,1140,8.2,7.7
2013-01-30,USGS,02234500,,0.93,1320,8.1,7.4
2013-01-31,USGS,02234500,,0.85,251,8.0,7.0
2013-02-01,USGS,02234500,,0.84,887,8.2,7.5
2013-02-02,USGS,02234500,,0.79,1110,8.6,8.0
2013-02-03,USGS,02234500,,0.74,888,8.6,8.0
2013-02-04,USGS,02234500,,0.72,1170,10.2,8.4
2013-02-05,USGS,02234500,,0.67,1170,10.1,8.9
2013-02-06,USGS,02234500,,0.64,1050,10.2,9.1
2013-02-07,USGS,02234500,,0.62,1170,9.9,8.8
2013-02-08,USGS,02234500,,0.59,214,8.9,7.6
2013-02-09,USGS,02234500,,0.64,307,8.5,7.2
2013-02-10,USGS,02234500,,0.68,853,9.3,7.5
2013-02-11,USGS,02234500,,0.65,742,9.1,8.1
2013-02-12,USGS,02234500,,0.64,473,8.8,7.0
2013-02-13,USGS,02234500,,0.61,739,8.2,7.7
2013-02-14,USGS,02234500,,0.62,260,7.8,6.8
2013-02-15,USGS,02234500,,0.66,350,7.6,6.0
2013-02-16,USGS,02234500,,0.60,-192,7.6,7.1
2013-02-17,USGS,02234500,,0.70,-307,7.3,6.6
2013-02-18,USGS,02234500,,0.71,1250,9.4,7.3
2013-02-19,USGS,02234500,,0.61,1340,9.7,9.1
2013-02-20,USGS,02234500,,0.53,1290,10.3,9.2
2013-02-21,USGS,02234500,,0.45,1270,11.0,9.5
2013-02-22,USGS,02234500,,0.42,1410,10.1,9.5
2013-02-23,USGS,02234500,,0.35,1130,9.6,8.5
2013-02-24,USGS,02234500,,0.35,624,8.6,8.0
2013-02-25,USGS,02234500,,0.36,654,8.2,7.1
2013-02-26,USGS,02234500,,0.44,325,7.6,6.2
2013-02-27,USGS,02234500,,0.52,-744,7.1,6.0
2013-02-28,USGS,02234500,,0.56,-410,6.4,5.6
2013-03-01,USGS,02234500,,0.60,-246,6.6,5.3
2013-03-02,USGS,02234500,,0.60,-452,7.2,6.1
2013-03-03,USGS,02234500,,0.70,-454,7.7,6.6
2013-03-04,USGS,02234500,,0.76,762,10.5,7.6
2013-03-05,USGS,02234500,,0.71,1030,10.7,9.9
2013-03-06,USGS,02234500,,0.63,-200,10.4,9.7
2013-03-07,USGS,02234500,,0.68,651,10.9,9.4
2013-03-08,USGS,02234500,,0.62,929,11.5,10.1
2013-03-09,USGS,02234500,,0.61,566,11.6,9.8
2013-03-10,USGS,02234500,,0.70,214,10.3,9.0
2013-03-11,USGS,02234500,,0.78,-80.4,9.7,8.5
2013-03-12,USGS,02234500,,0.83,-158,8.8,7.9
2013-03-13,USGS,02234500,,0.90,-1390,8.4,7.8
2013-03-14,USGS,02234500,,1.02,-1090,8.3,7.6
2013-03-15,USGS,02234500,,1.06,16.1,9.7,6.7
2013-03-16,USGS,02234500,,1.01,861,10.8,8.8
2013-03-17,USGS,02234500,,0.93,1350,10.9,9.2
2013-03-18,USGS,02234500,,0.81,1580,10.3,9.2
2013-03-19,USGS,02234500,,0.72,1290,9.9,8.6
2013-03-20,USGS,02234500,,0.67,700,9.3,7.8
2013-03-21,USGS,02234500,,0.76,-601,8.2,6.4
2013-03-22,USGS,02234500,,0.84,433,8.3,5.8
2013-03-23,USGS,02234500,,0.84,426,8.6,6.6
2013-03-24,USGS,02234500,,0.83,601,7.8,6.3
2013-03-25,USGS,02234500,,0.82,-727,7.4,6.0
2013-03-26,USGS,02234500,,0.89,-799,7.1,5.6
2013-03-27,USGS,02234500,,0.93,366,8.6,5.8
2013-03-28,USGS,02234500,,0.87,906,10.5,8.3
2013-03-29,USGS,02234500,,0.83,1100,11.2,9.7
2013-03-30,USGS,02234500,,0.76,1110,10.6,9.7
2013-03-31,USGS,02234500,,0.71,1190,9.8,9.1
2013-04-01,USGS,02234500,,0.59,967,9.1,8.3
2013-04-02,USGS,02234500,,0.54,1140,9.7,8.0
2013-04-03,USGS,02234500,,0.50,1090,9.0,7.7
2013-04-04,USGS,02234500,,0.50,379,7.8,5.1
2013-04-05,USGS,02234500,,0.55,-511,6.7,4.1
2013-04-06,USGS,02234500,,0.67,-999,6.9,5.6
2013-04-07,USGS,02234500,,0.78,-75.7,8.2,4.8
2013-04-08,USGS,02234500,,0.80,587,10.3,5.0
2013-04-09,USGS,02234500,,0.77,1050,10.2,7.9
2013-04-10,USGS,02234500,,0.71,837,10.8,7.5
2013-04-11,USGS,02234500,,0.65,1310,10.2,7.6
2013-04-12,USGS,02234500,,0.55,1030,9.4,7.6
2013-04-13,USGS,02234500,,0.50,432,11.1,6.9
2013-04-14,USGS,02234500,,0.50,756,10.0,7.4
2013-04-15,USGS,02234500,,0.64,543,10.7,5.9
2013-04-16,USGS,02234500,,0.73,202,11.1,4.8
2013-04-17,USGS,02234500,,0.81,-228,9.5,5.3
2013-04-18,USGS,02234500,,0.86,706,11.0,4.2
2013-04-19,USGS,02234500,,0.80,1010,10.2,6.3
2013-04-20,USGS,02234500,,0.76,-108,8.2,4.6
2013-04-21,USGS,02234500,,0.81,126,7.2,3.6
2013-04-22,USGS,02234500,,0.96,-1010,5.7,2.6
2013-04-23,USGS,02234500,,1.15,-1110,7.2,4.2
2013-04-24,USGS,02234500,,,-500,10.7,5.1
2013-04-25,USGS,02234500,,1.31,329,12.9,5.0
2013-04-26,USGS,02234500,,1.29,952,10.1,6.5
2013-04-27,USGS,02234500,,1.30,867,9.5,5.2
2013-04-28,USGS,02234500,,1.28,1020,8.2,5.0
2013-04-29,USGS,02234500,,1.22,1150,10.6,5.0
2013-04-30,USGS,02234500,,1.27,1320,10.2,4.8
2013-05-01,USGS,02234500,,1.25,1020,5.6,1.8
2013-05-02,USGS,02234500,,1.33,351,2.8,0.2
2013-05-03,USGS,02234500,,1.54,-99.1,3.8,0.2
2013-05-04,USGS,02234500,,1.81,-808,3.1,0.3
2013-05-05,USGS,02234500,,1.98,-1450,3.1,1.4
2013-05-06,USGS,02234500,,2.17,-955,3.1,0.6
2013-05-07,USGS,02234500,,2.24,414,4.0,0.2
2013-05-08,USGS,02234500,,2.23,1130,5.8,3.3
2013-05-09,USGS,02234500,,2.20,1640,8.2,3.9
2013-05-10,USGS,02234500,,2.16,1870,8.1,4.6
2013-05-11,USGS,02234500,,2.07,1870,5.8,3.3
2013-05-12,USGS,02234500,,1.98,1870,4.3,2.4
2013-05-13,USGS,02234500,,1.88,1820,5.4,2.2
2013-05-14,USGS,02234500,,1.80,1930,9.6,1.2
2013-05-15,USGS,02234500,,1.71,2010,8.9,5.5
2013-05-16,USGS,02234500,,1.61,2020,8.2,5.4
2013-05-17,USGS,02234500,,1.47,2190,7.5,4.7
2013-05-18,USGS,02234500,,1.32,2330,7.4,4.2
2013-05-19,USGS,02234500,,1.20,2130,5.2,3.2
2013-05-20,USGS,02234500,,1.11,1630,6.4,2.2
2013-05-21,USGS,02234500,,1.09,1520,5.1,1.3
2013-05-22,USGS,02234500,,1.07,1290,6.8,2.3
2013-05-23,USGS,02234500,,1.03,1160,7.4,2.6
2013-05-24,USGS,02234500,,1.03,899,6.4,2.5
2013-05-25,USGS,02234500,,1.04,879,6.8,3.3
2013-05-26,USGS,02234500,,1.02,825,8.2,3.3
2013-05-27,USGS,02234500,,1.02,989,8.4,5.1
2013-05-28,USGS,02234500,,0.99,984,8.7,4.8
2013-05-29,USGS,02234500,,0.96,1080,8.3,5.6
2013-05-30,USGS,02234500,,0.94,991,8.2,5.6
2013-05-31,USGS,02234500,,0.91,945,8.2,5.7
2013-06-01,USGS,02234500,,0.86,796,8.6,5.2
2013-06-02,USGS,02234500,,0.88,969,9.1,2.1
2013-06-03,USGS,02234500,,0.86,954,9.0,4.2
2013-06-04,USGS,02234500,,0.82,717,7.8,5.0
2013-06-05,USGS,02234500,,0.86,1090,8.0,5.5
2013-06-06,USGS,02234500,,1.02,1500,7.9,5.9
2013-06-07,USGS,02234500,,1.09,1640,9.6,6.8
2013-06-08,USGS,02234500,,1.10,1730,9.6,7.4
2013-06-09,USGS,02234500,,1.18,2100,8.8,6.8
2013-06-10,USGS,02234500,,1.18,2310,9.0,6.5
2013-06-11,USGS,02234500,,1.19,2300,8.0,5.6
2013-06-12,USGS,02234500,,1.22,2490,9.4,5.3
2013-06-13,USGS,02234500,,1.20,2450,8.5,5.1
2013-06-14,USGS,02234500,,,2360,8.4,6.4
2013-06-15,USGS,02234500,,,2200,8.4,6.8
2013-06-16,USGS,02234500,,,2000,8.9,6.4
2013-06-17,USGS,02234500,,1.32,2060,8.7,6.3
