,agency_cd,site_no,Gage_height_feet_Maximum,Gage_height_feet_Minimum,Gage_height_feet_Mean,Dissolved_oxygen_mpl_Maximum,Dissolved_oxygen_mpl_Minimum,Dissolved_oxygen_mpl_Mean
2000-01-22,USGS,02176635,16.04,5.43,10.96,10.7,9.6,10.4
2000-01-23,USGS,02176635,15.83,5.70,10.94,10.6,9.6,10.3
2000-01-24,USGS,02176635,15.79,6.14,10.94,10.5,9.6,10.3
2000-01-25,USGS,02176635,14.98,6.08,10.69,11.5,9.9,10.7
2000-01-26,USGS,02176635,13.93,6.25,10.23,12.1,10.4,11.2
2000-01-27,USGS,02176635,13.60,6.87,10.35,12.3,10.7,11.5
2000-01-28,USGS,02176635,13.47,6.97,10.40,12.2,11.0,11.6
2000-01-29,USGS,02176635,13.59,7.98,10.91,12.4,11.1,11.7
2000-01-30,USGS,02176635,13.43,6.46,10.13,12.1,11.2,11.8
2000-01-31,USGS,02176635,12.65,6.24,9.71,12.4,11.3,11.8
2000-02-01,USGS,02176635,13.16,5.79,9.79,12.5,11.4,12.1
2000-02-02,USGS,02176635,13.25,5.79,10.01,12.7,11.6,12.2
2000-02-03,USGS,02176635,13.54,5.90,9.98,12.9,11.7,12.4
2000-02-04,USGS,02176635,13.35,5.60,9.66,12.9,11.6,12.4
2000-02-05,USGS,02176635,13.35,4.98,9.82,12.9,11.3,12.4
2000-02-06,USGS,02176635,13.58,5.63,9.96,12.9,11.6,12.3
2000-02-07,USGS,02176635,13.71,5.61,9.93,12.8,11.4,12.2
2000-02-08,USGS,02176635,14.01,5.68,10.07,12.7,10.9,12.0
2000-02-09,USGS,02176635,14.13,6.33,10.60,12.5,10.8,11.8
2000-02-10,USGS,02176635,14.22,6.24,10.66,12.5,10.8,11.8
2000-02-11,USGS,02176635,14.09,5.59,10.08,12.2,10.6,11.4
2000-02-12,USGS,02176635,13.30,6.01,9.85,12.0,10.0,11.0
2000-02-13,USGS,02176635,13.95,7.07,10.63,11.8,9.9,10.9
2000-02-14,USGS,02176635,14.55,5.52,10.20,11.4,8.6,10.3
2000-02-15,USGS,02176635,13.50,5.78,10.08,11.1,8.3,9.9
2000-02-16,USGS,02176635,14.39,4.98,10.36,11.0,7.7,9.5
2000-02-17,USGS,02176635,,,,,,
2000-02-18,USGS,02176635,,,,,,
2000-02-19,USGS,02176635,,,,,,
2000-02-20,USGS,02176635,,,,,,
2000-02-21,USGS,02176635,,,,,,
2000-02-22,USGS,02176635,,,,,,
2000-02-23,USGS,02176635,,,,,,
2000-02-24,USGS,02176635,,,,,,
2000-02-25,USGS,02176635,,,,,,
2000-02-26,USGS,02176635,,,,,,
2000-02-27,USGS,02176635,,,,,,
2000-02-28,USGS,02176635,,,,,,
2000-02-29,USGS,02176635,,,,,,
2000-03-01,USGS,02176635,,,,,,
2000-03-02,USGS,02176635,,,,,,
2000-03-03,USGS,02176635,,,,,,
2000-03-04,USGS,02176635,,,,,,
2000-03-05,USGS,02176635,,,,,,
2000-03-06,USGS,02176635,,,,,,
2000-03-07,USGS,02176635,,,,,,
2000-03-08,USGS,02176635,,,,,,
2000-03-09,USGS,02176635,,,,,,
2000-03-10,USGS,02176635,,,,,,
2000-03-11,USGS,02176635,,,,,,
2000-03-12,USGS,02176635,,,,,,
2000-03-13,USGS,02176635,,,,,,
2000-03-14,USGS,02176635,,,,,,
2000-03-15,USGS,02176635,,,,,,
2000-03-16,USGS,02176635,14.65,5.34,10.76,8.3,7.2,7.7
2000-03-17,USGS,02176635,,,,7.8,7.0,7.4
2000-03-18,USGS,02176635,15.33,5.35,11.20,8.2,6.8,7.7
2000-03-19,USGS,02176635,15.59,6.61,11.43,8.3,7.3,7.9
2000-03-20,USGS,02176635,15.88,6.31,11.54,8.3,7.1,7.9
2000-03-21,USGS,02176635,,,,8.0,7.2,7.7
2000-03-22,USGS,02176635,14.94,6.32,10.84,8.1,7.1,7.7
2000-03-23,USGS,02176635,15.06,7.15,11.18,8.2,7.3,7.8
2000-03-24,USGS,02176635,15.00,7.41,11.20,8.7,7.3,8.0
2000-03-25,USGS,02176635,14.52,7.31,10.82,8.8,7.5,8.1
2000-03-26,USGS,02176635,13.82,7.13,10.35,8.7,7.7,8.1
2000-03-27,USGS,02176635,13.23,7.77,10.63,8.3,7.4,7.9
2000-03-28,USGS,02176635,12.64,7.51,10.20,8.5,7.2,7.9
2000-03-29,USGS,02176635,12.82,6.97,10.05,8.9,7.3,8.1
2000-03-30,USGS,02176635,13.51,7.01,10.55,8.4,6.5,7.6
2000-03-31,USGS,02176635,13.65,7.41,10.89,8.0,6.2,7.2
2000-04-01,USGS,02176635,14.13,7.25,11.08,8.0,6.4,7.2
2000-04-02,USGS,02176635,14.34,6.18,10.80,8.0,6.3,7.2
2000-04-03,USGS,02176635,14.49,5.69,10.54,8.2,6.3,7.3
2000-04-04,USGS,02176635,13.83,4.81,9.92,7.8,6.4,7.1
2000-04-05,USGS,02176635,14.62,4.78,9.91,8.3,6.5,7.4
2000-04-06,USGS,02176635,14.40,5.03,9.97,8.3,6.8,7.7
2000-04-07,USGS,02176635,14.75,5.16,9.95,8.4,7.0,7.8
2000-04-08,USGS,02176635,14.22,5.06,9.85,8.4,7.1,7.7
2000-04-09,USGS,02176635,13.95,5.53,9.53,8.9,7.4,8.1
2000-04-10,USGS,02176635,14.28,5.79,10.02,8.9,7.5,8.2
2000-04-11,USGS,02176635,,,,,,
2000-04-12,USGS,02176635,,,,,,
2000-04-13,USGS,02176635,,,,9.0,7.8,8.6
2000-04-14,USGS,02176635,,,,8.9,7.7,8.4
2000-04-15,USGS,02176635,,,,8.9,7.8,8.4
2000-04-16,USGS,02176635,,,,8.8,7.5,8.2
2000-04-17,USGS,02176635,,,,8.5,7.4,8.0
2000-04-18,USGS,02176635,,,,8.5,7.2,7.9
2000-04-19,USGS,02176635,,,,8.4,6.8,7.7
2000-04-20,USGS,02176635,,,,8.2,6.8,7.6
2000-04-21,USGS,02176635,,,,8.2,6.6,7.5
2000-04-22,USGS,02176635,,,,8.0,6.4,7.4
2000-04-23,USGS,02176635,,,,8.2,6.2,7.3
2000-04-24,USGS,02176635,,,,8.1,6.0,7.1
2000-04-25,USGS,02176635,,,,7.8,5.9,7.0
2000-04-26,USGS,02176635,13.13,7.39,10.54,7.8,6.0,7.0
2000-04-27,USGS,02176635,,,,7.7,6.0,6.9
2000-04-28,USGS,02176635,,,,7.9,6.0,7.1
2000-04-29,USGS,02176635,13.91,7.31,10.92,7.9,6.3,7.1
2000-04-30,USGS,02176635,,,,7.7,6.2,7.0
2000-05-01,USGS,02176635,14.54,6.32,10.84,7.5,5.8,6.7
2000-05-02,USGS,02176635,14.60,5.76,10.69,7.4,5.5,6.6
2000-05-03,USGS,02176635,15.25,5.27,10.59,7.5,5.5,6.4
2000-05-04,USGS,02176635,,,,7.3,5.4,6.4
2000-05-05,USGS,02176635,15.36,5.19,10.54,7.1,5.3,6.3
2000-05-06,USGS,02176635,15.16,5.08,10.28,7.3,5.3,6.3
2000-05-07,USGS,02176635,15.04,5.44,10.20,7.5,5.2,6.3
2000-05-08,USGS,02176635,15.01,5.79,10.19,7.8,5.2,6.3
2000-05-09,USGS,02176635,,,,7.2,4.9,6.3
2000-05-10,USGS,02176635,,,,6.8,5.0,6.1
2000-05-11,USGS,02176635,,,,6.3,4.8,5.7
2000-05-12,USGS,02176635,,,,5.8,4.3,5.2
2000-05-13,USGS,02176635,,,,5.5,3.7,4.8
2000-05-14,USGS,02176635,,,,5.3,3.7,4.7
2000-05-15,USGS,02176635,,,,5.4,3.7,4.7
2000-05-16,USGS,02176635,,,,5.5,4.1,4.9
2000-05-17,USGS,02176635,,,,5.9,4.2,5.1
2000-05-18,USGS,02176635,,,,6.3,4.2,5.4
2000-05-19,USGS,02176635,,,,6.5,4.4,5.6
2000-05-20,USGS,02176635,14.01,5.94,10.04,6.8,4.7,5.8
2000-05-21,USGS,02176635,,,,7.0,4.9,6.0
2000-05-22,USGS,02176635,,,,6.9,5.0,5.9
2000-05-23,USGS,02176635,,,,6.8,4.9,5.8
2000-05-24,USGS,02176635,,,,6.7,4.5,5.7
2000-05-25,USGS,02176635,,,,6.9,4.7,5.9
2000-05-26,USGS,02176635,,,,6.8,4.6,5.8
2000-05-27,USGS,02176635,,,,6.7,4.2,5.6
2000-05-28,USGS,02176635,,,,6.5,4.3,5.5
2000-05-29,USGS,02176635,14.90,6.99,11.19,6.6,4.2,5.3
2000-05-30,USGS,02176635,15.72,6.95,11.73,6.9,4.8,5.9
2000-05-31,USGS,02176635,,,,6.9,5.0,6.0
2000-06-01,USGS,02176635,16.09,5.93,11.49,6.6,5.1,5.8
2000-06-02,USGS,02176635,16.14,5.51,11.11,6.8,4.4,5.6
2000-06-03,USGS,02176635,16.15,5.43,11.00,6.8,4.3,5.7
2000-06-04,USGS,02176635,,,,6.7,4.6,5.7
2000-06-05,USGS,02176635,,,,6.6,4.6,5.7
2000-06-06,USGS,02176635,15.53,5.67,10.59,7.0,4.6,5.8
2000-06-07,USGS,02176635,15.12,6.80,10.95,7.5,5.1,6.3
2000-06-08,USGS,02176635,15.13,6.97,11.05,7.7,5.4,6.5
2000-06-09,USGS,02176635,14.45,6.76,10.83,7.5,5.5,6.5
2000-06-10,USGS,02176635,14.15,6.59,10.72,7.4,5.2,6.3
2000-06-11,USGS,02176635,14.16,6.37,10.65,7.0,4.7,6.1
2000-06-12,USGS,02176635,14.11,6.31,10.55,6.6,4.8,5.8
2000-06-13,USGS,02176635,,,,6.4,4.3,5.4
2000-06-14,USGS,02176635,,,,6.1,4.2,5.1
2000-06-15,USGS,02176635,14.59,6.61,10.78,6.1,3.7,5.0
2000-06-16,USGS,02176635,14.51,6.63,10.70,5.9,4.1,5.1
2000-06-17,USGS,02176635,14.15,6.43,10.47,5.9,4.1,5.1
2000-06-18,USGS,02176635,,,,,,
2000-06-19,USGS,02176635,,,,,,
2000-06-20,USGS,02176635,,,,,,
2000-06-21,USGS,02176635,13.75,6.93,10.53,5.7,3.8,4.8
2000-06-22,USGS,02176635,13.75,6.78,10.18,5.7,3.5,4.7
2000-06-23,USGS,02176635,,,,6.5,4.0,5.2
2000-06-24,USGS,02176635,,,,6.6,4.3,5.4
2000-06-25,USGS,02176635,13.55,6.68,10.45,,,
2000-06-26,USGS,02176635,13.73,6.21,10.25,,,
2000-06-27,USGS,02176635,,,,,,
2000-06-28,USGS,02176635,14.56,5.52,10.38,,,
2000-06-29,USGS,02176635,14.71,5.01,10.24,,,
2000-06-30,USGS,02176635,16.03,5.36,10.77,7.1,4.6,5.6
2000-07-01,USGS,02176635,16.34,5.69,11.24,7.0,4.6,5.7
2000-07-02,USGS,02176635,16.34,5.75,11.21,7.0,4.7,5.8
2000-07-03,USGS,02176635,16.14,5.70,11.10,6.6,4.8,5.8
2000-07-04,USGS,02176635,15.62,5.95,10.93,6.9,4.8,5.8
2000-07-05,USGS,02176635,15.32,5.95,10.67,7.2,4.8,5.9
2000-07-06,USGS,02176635,14.94,5.90,10.54,6.8,4.9,5.8
2000-07-07,USGS,02176635,,,,6.5,4.3,5.5
2000-07-08,USGS,02176635,,,,6.3,4.4,5.5
2000-07-09,USGS,02176635,,,,6.2,4.1,5.4
2000-07-10,USGS,02176635,13.91,6.69,10.75,6.1,4.2,5.3
2000-07-11,USGS,02176635,13.76,6.38,10.32,6.0,3.9,5.2
2000-07-12,USGS,02176635,,,,6.3,3.7,5.1
2000-07-13,USGS,02176635,,,,6.3,4.2,5.1
2000-07-14,USGS,02176635,,,,6.2,4.0,5.0
2000-07-15,USGS,02176635,,,,6.0,3.8,4.9
2000-07-16,USGS,02176635,14.59,6.97,10.95,5.8,3.9,5.0
2000-07-17,USGS,02176635,,,,6.0,3.8,5.0
2000-07-18,USGS,02176635,,,,5.8,3.8,4.8
2000-07-19,USGS,02176635,,,,6.7,3.6,5.3
2000-07-20,USGS,02176635,13.76,6.66,10.33,7.0,4.3,5.8
2000-07-21,USGS,02176635,13.98,6.69,10.69,6.9,4.4,5.8
2000-07-22,USGS,02176635,13.98,7.13,10.83,6.8,4.4,5.7
2000-07-23,USGS,02176635,13.79,6.78,10.68,6.2,4.4,5.3
2000-07-24,USGS,02176635,,,,5.5,3.7,4.8
2000-07-25,USGS,02176635,,,,5.5,3.8,4.9
2000-07-26,USGS,02176635,,,,6.1,4.0,5.0
2000-07-27,USGS,02176635,15.18,6.26,11.02,6.2,4.0,5.0
2000-07-28,USGS,02176635,15.52,5.89,11.07,6.5,4.0,5.0
2000-07-29,USGS,02176635,15.88,5.45,11.01,6.5,4.0,4.9
2000-07-30,USGS,02176635,15.96,5.25,10.90,6.5,3.7,4.8
2000-07-31,USGS,02176635,15.69,4.84,10.56,6.4,3.7,4.9
2000-08-01,USGS,02176635,15.53,5.12,10.55,6.5,4.0,5.3
2000-08-02,USGS,02176635,15.20,5.58,10.59,6.5,4.1,5.4
2000-08-03,USGS,02176635,14.44,5.84,10.46,6.4,4.1,5.3
2000-08-04,USGS,02176635,14.42,6.05,10.41,5.6,4.0,5.0
2000-08-05,USGS,02176635,14.08,6.10,10.50,5.9,3.9,5.0
2000-08-06,USGS,02176635,14.36,6.92,10.86,6.1,4.0,5.1
2000-08-07,USGS,02176635,14.27,7.25,10.94,6.1,4.3,5.2
2000-08-08,USGS,02176635,14.35,7.27,10.98,,,
2000-08-09,USGS,02176635,14.34,7.42,11.07,,,
2000-08-10,USGS,02176635,14.50,7.49,11.10,,,
2000-08-11,USGS,02176635,14.61,7.40,11.04,,,
2000-08-12,USGS,02176635,14.89,7.38,11.31,,,
2000-08-13,USGS,02176635,15.05,7.50,11.42,,,
2000-08-14,USGS,02176635,15.02,7.41,11.40,,,
2000-08-15,USGS,02176635,15.06,7.18,11.21,,,
2000-08-16,USGS,02176635,14.40,6.85,10.95,,,
2000-08-17,USGS,02176635,14.27,6.40,10.46,7.4,4.9,6.3
2000-08-18,USGS,02176635,14.01,6.50,10.62,7.1,4.9,6.2
2000-08-19,USGS,02176635,14.35,6.01,10.67,7.0,5.2,6.0
2000-08-20,USGS,02176635,14.64,7.45,11.34,6.5,4.5,5.8
2000-08-21,USGS,02176635,14.78,7.63,11.37,6.4,4.7,5.6
2000-08-22,USGS,02176635,14.97,7.61,11.40,6.6,4.4,5.5
2000-08-23,USGS,02176635,14.72,7.12,11.13,6.5,4.4,5.6
2000-08-24,USGS,02176635,14.78,6.65,10.91,7.0,4.5,5.6
2000-08-25,USGS,02176635,15.09,6.22,10.81,6.9,4.0,5.3
2000-08-26,USGS,02176635,15.59,6.04,11.18,6.6,3.8,4.9
2000-08-27,USGS,02176635,15.66,5.88,11.26,,,
2000-08-28,USGS,02176635,15.97,5.39,11.08,,,
2000-08-29,USGS,02176635,16.08,5.75,11.17,,,
2000-08-30,USGS,02176635,15.93,6.22,11.45,,,
2000-08-31,USGS,02176635,15.49,6.38,11.35,6.3,4.3,5.3
2000-09-01,USGS,02176635,15.08,6.61,11.18,5.6,4.4,5.0
2000-09-02,USGS,02176635,14.95,6.78,11.20,5.6,3.8,4.7
2000-09-03,USGS,02176635,14.71,7.20,11.10,5.3,4.1,4.8
2000-09-04,USGS,02176635,14.37,7.19,11.10,5.2,4.4,4.8
2000-09-05,USGS,02176635,14.43,7.78,11.23,5.3,4.0,4.6
2000-09-06,USGS,02176635,14.67,8.85,11.79,5.8,4.8,5.3
2000-09-07,USGS,02176635,14.96,9.27,12.10,6.0,5.0,5.6
2000-09-08,USGS,02176635,14.84,8.49,11.91,6.4,5.1,5.7
2000-09-09,USGS,02176635,14.64,8.04,11.56,6.3,5.0,5.6
2000-09-10,USGS,02176635,14.71,7.75,11.41,6.7,4.9,5.6
2000-09-11,USGS,02176635,14.95,7.48,11.34,7.5,4.7,5.7
2000-09-12,USGS,02176635,15.17,7.64,11.49,7.2,4.5,5.6
2000-09-13,USGS,02176635,15.36,7.30,11.44,6.4,4.3,5.3
2000-09-14,USGS,02176635,15.36,7.18,11.48,5.7,4.1,4.8
2000-09-15,USGS,02176635,15.08,7.13,11.45,5.4,3.7,4.7
2000-09-16,USGS,02176635,15.49,7.41,11.69,5.6,4.2,4.9
2000-09-17,USGS,02176635,15.28,7.37,11.61,5.1,4.0,4.5
2000-09-18,USGS,02176635,15.59,7.34,11.49,5.3,4.2,4.7
2000-09-19,USGS,02176635,14.31,6.26,10.58,5.5,4.0,4.8
2000-09-20,USGS,02176635,14.45,6.72,10.60,5.7,3.9,4.9
2000-09-21,USGS,02176635,14.31,6.64,10.57,6.1,4.0,5.0
2000-09-22,USGS,02176635,14.69,6.53,10.72,5.8,4.3,5.1
2000-09-23,USGS,02176635,14.29,6.01,10.54,6.3,4.5,5.4
2000-09-24,USGS,02176635,14.75,5.79,10.67,6.7,4.6,5.5
2000-09-25,USGS,02176635,15.10,5.69,10.86,6.5,4.5,5.4
2000-09-26,USGS,02176635,14.95,5.36,10.54,6.5,4.6,5.6
2000-09-27,USGS,02176635,15.41,5.93,11.04,6.5,5.1,6.0
2000-09-28,USGS,02176635,15.51,6.44,11.36,6.7,5.4,6.1
2000-09-29,USGS,02176635,15.75,7.03,11.77,6.8,5.4,6.1
2000-09-30,USGS,02176635,15.78,7.94,11.93,6.5,5.6,6.1
2000-10-01,USGS,02176635,15.48,8.03,11.81,,,
2000-10-02,USGS,02176635,15.07,7.72,11.55,,,
2000-10-03,USGS,02176635,14.58,7.91,11.28,,,
2000-10-04,USGS,02176635,14.17,8.14,11.16,,,
2000-10-05,USGS,02176635,13.99,8.06,11.01,7.3,6.1,6.8
2000-10-06,USGS,02176635,13.72,7.85,10.89,7.5,5.8,6.7
2000-10-07,USGS,02176635,13.98,8.26,11.10,7.4,5.7,6.6
2000-10-08,USGS,02176635,14.12,7.98,11.36,7.2,5.7,6.5
2000-10-09,USGS,02176635,14.27,7.51,11.28,7.6,6.3,7.0
2000-10-10,USGS,02176635,14.52,7.45,11.22,7.7,6.8,7.2
2000-10-11,USGS,02176635,14.55,6.84,10.99,7.6,6.9,7.2
2000-10-12,USGS,02176635,14.77,6.61,11.04,7.7,6.9,7.3
2000-10-13,USGS,02176635,14.90,6.60,11.17,7.6,6.8,7.3
2000-10-14,USGS,02176635,15.17,6.53,11.12,7.6,6.7,7.3
2000-10-15,USGS,02176635,15.13,6.27,11.00,7.8,7.0,7.4
2000-10-16,USGS,02176635,15.21,6.35,11.03,7.9,7.0,7.5
2000-10-17,USGS,02176635,15.29,6.81,11.16,8.0,7.0,7.6
2000-10-18,USGS,02176635,15.31,7.06,11.19,8.6,7.1,7.8
2000-10-19,USGS,02176635,15.21,7.31,11.29,8.5,7.3,8.1
2000-10-20,USGS,02176635,15.05,7.47,11.32,8.3,7.5,8.0
2000-10-21,USGS,02176635,14.88,6.84,11.18,8.3,7.3,7.9
2000-10-22,USGS,02176635,14.87,6.59,11.15,8.3,7.0,7.8
2000-10-23,USGS,02176635,15.26,7.08,11.55,8.3,6.9,7.7
2000-10-24,USGS,02176635,15.33,7.05,11.60,8.2,7.2,7.8
2000-10-25,USGS,02176635,15.39,6.68,11.55,7.9,7.1,7.6
2000-10-26,USGS,02176635,15.64,6.82,11.60,7.9,6.7,7.5
2000-10-27,USGS,02176635,15.48,6.74,11.48,8.2,6.8,7.5
2000-10-28,USGS,02176635,15.45,6.71,11.32,8.1,7.0,7.5
2000-10-29,USGS,02176635,15.50,6.86,11.45,8.2,6.6,7.6
2000-10-30,USGS,02176635,14.97,7.23,11.27,8.3,7.2,7.8
2000-10-31,USGS,02176635,14.53,7.51,11.17,8.4,7.2,7.8
2000-11-01,USGS,02176635,14.48,8.03,11.26,8.7,7.4,8.0
2000-11-02,USGS,02176635,14.33,8.15,11.24,8.7,7.7,8.2
2000-11-03,USGS,02176635,14.07,8.28,11.16,8.7,7.8,8.3
2000-11-04,USGS,02176635,13.99,8.36,11.18,8.6,7.4,8.3
2000-11-05,USGS,02176635,14.15,8.41,11.28,8.6,7.3,8.0
2000-11-06,USGS,02176635,14.34,8.08,11.61,8.3,7.2,7.8
2000-11-07,USGS,02176635,14.05,7.24,11.22,7.8,6.7,7.4
2000-11-08,USGS,02176635,14.26,7.07,11.20,7.6,6.4,7.1
2000-11-09,USGS,02176635,14.96,6.99,11.48,7.5,6.2,6.9
2000-11-10,USGS,02176635,14.57,6.68,10.92,7.5,6.0,7.1
2000-11-11,USGS,02176635,15.50,6.20,11.45,7.8,6.6,7.4
2000-11-12,USGS,02176635,16.00,6.62,11.55,8.1,6.8,7.6
2000-11-13,USGS,02176635,16.04,6.42,11.38,8.0,6.8,7.6
2000-11-14,USGS,02176635,15.55,6.11,10.91,8.0,6.9,7.6
2000-11-15,USGS,02176635,15.58,6.13,10.92,8.9,7.6,8.3
2000-11-16,USGS,02176635,15.27,6.69,11.02,9.1,8.2,8.6
2000-11-17,USGS,02176635,14.86,6.59,10.73,8.7,8.2,8.5
2000-11-18,USGS,02176635,14.83,6.85,10.80,8.9,8.3,8.6
2000-11-19,USGS,02176635,14.78,7.57,11.35,9.2,8.6,8.9
2000-11-20,USGS,02176635,14.64,6.36,11.06,9.6,9.1,9.3
2000-11-21,USGS,02176635,13.36,5.49,9.99,10.1,9.4,9.7
2000-11-22,USGS,02176635,13.89,5.83,10.44,10.2,9.8,10.1
2000-11-23,USGS,02176635,14.18,5.71,10.52,10.3,9.9,10.1
2000-11-24,USGS,02176635,14.65,6.04,10.85,10.4,9.9,10.1
2000-11-25,USGS,02176635,15.61,6.80,11.21,10.6,9.7,10.1
2000-11-26,USGS,02176635,14.50,6.04,10.49,10.0,9.5,9.8
2000-11-27,USGS,02176635,14.21,6.25,10.28,10.2,9.3,9.9
2000-11-28,USGS,02176635,14.01,6.06,10.22,10.5,9.8,10.1
2000-11-29,USGS,02176635,13.94,6.85,10.37,10.1,9.0,9.7
2000-11-30,USGS,02176635,13.48,6.57,10.10,9.9,9.0,9.3
2000-12-01,USGS,02176635,13.73,7.76,10.60,10.1,9.2,9.5
2000-12-02,USGS,02176635,,,,9.9,9.3,9.6
2000-12-03,USGS,02176635,,,,10.0,9.3,9.6
2000-12-04,USGS,02176635,,,,10.5,9.6,9.9
2000-12-05,USGS,02176635,,,,10.5,9.9,10.2
2000-12-06,USGS,02176635,,,,10.8,10.0,10.3
2000-12-07,USGS,02176635,,,,,,
2000-12-08,USGS,02176635,,,,,,
2000-12-09,USGS,02176635,,,,10.6,9.9,10.2
2000-12-10,USGS,02176635,,,,10.5,9.8,10.1
2000-12-11,USGS,02176635,,,,10.5,9.7,10.1
2000-12-12,USGS,02176635,,,,10.5,9.6,10.0
2000-12-13,USGS,02176635,,,,,,
2000-12-14,USGS,02176635,,,,,,
2000-12-15,USGS,02176635,,,,,,
2000-12-16,USGS,02176635,,,,,,
2000-12-17,USGS,02176635,,,,,,
2000-12-18,USGS,02176635,,,,,,
2000-12-19,USGS,02176635,,,,,,
2000-12-20,USGS,02176635,,,,,,
2000-12-21,USGS,02176635,,,,11.0,9.8,10.7
2000-12-22,USGS,02176635,13.81,5.36,9.85,10.9,10.4,10.7
2000-12-23,USGS,02176635,13.90,5.12,10.17,11.3,10.7,11.0
2000-12-24,USGS,02176635,14.13,5.85,10.23,11.7,11.1,11.3
2000-12-25,USGS,02176635,14.05,5.85,10.28,12.0,11.2,11.6
2000-12-26,USGS,02176635,14.09,6.40,10.30,12.4,11.5,11.9
2000-12-27,USGS,02176635,13.99,6.12,10.18,12.5,11.7,12.1
2000-12-28,USGS,02176635,13.94,6.50,10.52,12.3,11.6,11.9
2000-12-29,USGS,02176635,14.37,6.97,10.96,12.4,11.4,11.9
2000-12-30,USGS,02176635,12.77,5.78,9.50,12.5,11.7,12.1
2000-12-31,USGS,02176635,12.78,6.01,9.41,12.8,12.1,12.4
2001-01-01,USGS,02176635,12.76,6.20,9.70,13.0,12.3,12.7
2001-01-02,USGS,02176635,12.35,6.43,9.47,13.2,12.5,12.9
2001-01-03,USGS,02176635,,,,13.7,12.7,13.1
2001-01-04,USGS,02176635,,,,13.7,13.1,13.4
2001-01-05,USGS,02176635,13.57,5.57,9.91,13.6,13.0,13.4
2001-01-06,USGS,02176635,13.16,5.42,9.86,13.5,12.7,13.2
2001-01-07,USGS,02176635,14.36,5.45,10.36,13.3,12.7,13.1
2001-01-08,USGS,02176635,15.00,4.96,10.25,13.1,12.2,12.7
2001-01-09,USGS,02176635,14.59,4.08,9.81,12.9,12.2,12.5
2001-01-10,USGS,02176635,15.28,4.42,10.18,13.0,12.2,12.6
2001-01-11,USGS,02176635,15.22,4.66,10.17,12.9,12.3,12.6
2001-01-12,USGS,02176635,15.28,4.72,10.19,12.5,12.1,12.3
2001-01-13,USGS,02176635,15.72,5.61,10.86,12.6,11.7,12.1
2001-01-14,USGS,02176635,15.16,6.11,10.82,12.6,11.7,12.1
2001-01-15,USGS,02176635,14.05,6.08,10.26,12.7,11.7,12.2
2001-01-16,USGS,02176635,13.63,6.21,10.04,12.4,11.6,12.0
2001-01-17,USGS,02176635,13.67,6.64,10.40,12.1,11.1,11.5
2001-01-18,USGS,02176635,14.15,7.06,10.72,11.6,10.6,11.2
2001-01-19,USGS,02176635,14.36,6.48,10.71,11.6,10.5,11.2
2001-01-20,USGS,02176635,13.79,4.65,9.61,11.3,9.9,10.6
2001-01-21,USGS,02176635,12.89,4.52,9.45,11.3,10.0,10.6
2001-01-22,USGS,02176635,13.85,5.69,10.35,11.4,10.2,10.8
2001-01-23,USGS,02176635,14.07,6.70,10.63,11.3,10.4,10.9
2001-01-24,USGS,02176635,,,,11.3,8.5,10.5
2001-01-25,USGS,02176635,13.60,6.30,10.01,10.6,7.3,9.8
2001-01-26,USGS,02176635,14.11,6.49,10.44,10.8,7.9,9.8
2001-01-27,USGS,02176635,13.35,5.88,9.95,10.8,7.6,9.9
2001-01-28,USGS,02176635,13.49,6.34,9.99,10.8,7.5,9.8
2001-01-29,USGS,02176635,13.34,6.29,10.14,10.7,7.6,9.8
2001-01-30,USGS,02176635,13.19,6.17,9.79,10.6,6.7,9.5
2001-01-31,USGS,02176635,12.46,5.84,9.43,10.2,6.7,9.3
2001-02-01,USGS,02176635,,,,,,
2001-02-02,USGS,02176635,,,,9.9,6.1,8.8
2001-02-03,USGS,02176635,,,,,,
2001-02-04,USGS,02176635,,,,,,
2001-02-05,USGS,02176635,,,,,,
2001-02-06,USGS,02176635,,,,,,
2001-02-07,USGS,02176635,,,,,,
2001-02-08,USGS,02176635,15.16,4.39,10.13,9.7,9.2,9.5
2001-02-09,USGS,02176635,15.02,4.22,9.99,9.5,8.9,9.3
2001-02-10,USGS,02176635,14.59,4.31,9.69,9.4,8.7,9.0
2001-02-11,USGS,02176635,14.70,4.58,10.09,9.4,8.6,9.1
2001-02-12,USGS,02176635,14.75,5.71,10.45,9.4,8.8,9.2
2001-02-13,USGS,02176635,14.06,5.74,10.00,9.6,8.9,9.2
2001-02-14,USGS,02176635,13.38,6.36,9.99,9.8,9.0,9.4
2001-02-15,USGS,02176635,13.41,6.64,10.05,9.7,9.1,9.4
2001-02-16,USGS,02176635,13.33,6.78,10.13,9.6,9.0,9.3
2001-02-17,USGS,02176635,13.55,6.17,10.12,9.5,8.7,9.1
2001-02-18,USGS,02176635,13.81,7.31,10.72,9.5,8.9,9.2
2001-02-19,USGS,02176635,14.18,6.86,10.77,9.5,8.9,9.2
2001-02-20,USGS,02176635,13.82,6.59,10.33,9.4,8.9,9.1
2001-02-21,USGS,02176635,13.62,6.18,10.14,9.3,8.6,8.9
2001-02-22,USGS,02176635,14.07,6.14,10.53,9.2,8.3,8.8
2001-02-23,USGS,02176635,14.04,6.51,10.54,9.1,8.1,8.7
2001-02-24,USGS,02176635,14.13,6.54,10.63,9.1,8.3,8.8
